team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,location,outcome,game_score,opponent,opponent_score
ORLANDO MAGIC,240,38,81,9,25,8,14,9,28,21,10,6,14,16,away,win,93.0,CHARLOTTE BOBCATS,81.0
CHARLOTTE BOBCATS,240,34,77,2,17,11,14,9,30,18,8,5,16,19,home,loss,81.0,ORLANDO MAGIC,93.0
DENVER NUGGETS,240,35,84,5,16,15,19,15,31,20,8,3,18,13,away,win,90.0,CHICAGO BULLS,89.0
CHICAGO BULLS,240,38,87,4,18,9,13,15,29,23,7,9,13,22,home,loss,89.0,DENVER NUGGETS,90.0
HOUSTON ROCKETS,240,35,82,6,23,27,34,11,26,16,11,3,13,22,away,loss,103.0,DALLAS MAVERICKS,121.0
DALLAS MAVERICKS,240,46,83,7,12,22,23,9,37,27,6,5,14,28,home,win,121.0,HOUSTON ROCKETS,103.0
PORTLAND TRAIL BLAZERS,240,32,70,9,18,20,23,9,30,20,3,7,15,25,away,win,93.0,MEMPHIS GRIZZLIES,79.0
MEMPHIS GRIZZLIES,240,29,78,1,10,20,28,13,28,11,8,4,12,22,home,loss,79.0,PORTLAND TRAIL BLAZERS,93.0
WASHINGTON WIZARDS,240,29,72,4,14,14,21,9,29,16,6,5,22,23,away,loss,76.0,MIAMI HEAT,90.0
MIAMI HEAT,240,33,74,4,12,20,26,8,29,17,9,6,12,18,home,win,90.0,WASHINGTON WIZARDS,76.0
OKLAHOMA CITY THUNDER,240,31,78,6,17,30,35,8,28,15,12,7,15,28,away,loss,98.0,SACRAMENTO KINGS,101.0
SACRAMENTO KINGS,240,34,76,2,14,31,36,15,36,17,10,5,21,27,home,win,101.0,OKLAHOMA CITY THUNDER,98.0
