team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,location,outcome,game_score,opponent,opponent_score
LOS ANGELES CLIPPERS,240,39,89,7,18,12,18,14,35,21,7,8,13,24,away,loss,97.0,ATLANTA HAWKS,103.0
ATLANTA HAWKS,240,36,79,6,14,25,28,6,36,22,9,2,9,15,home,win,103.0,LOS ANGELES CLIPPERS,97.0
MIAMI HEAT,240,38,73,9,23,17,22,6,25,22,8,7,13,27,away,loss,102.0,BOSTON CELTICS,107.0
BOSTON CELTICS,240,37,76,6,16,27,39,15,26,29,9,2,17,19,home,win,107.0,MIAMI HEAT,102.0
GOLDEN STATE WARRIORS,240,38,77,6,16,19,27,15,25,13,8,5,20,22,away,loss,101.0,DALLAS MAVERICKS,110.0
DALLAS MAVERICKS,240,43,79,5,17,19,21,7,24,32,9,2,15,18,home,win,110.0,GOLDEN STATE WARRIORS,101.0
PHOENIX SUNS,240,43,87,9,18,14,15,12,35,22,5,7,12,24,away,win,109.0,DENVER NUGGETS,97.0
DENVER NUGGETS,240,35,79,4,14,23,33,8,31,18,10,5,9,15,home,loss,97.0,PHOENIX SUNS,109.0
CHARLOTTE BOBCATS,240,37,82,6,20,17,22,18,27,15,4,3,13,19,away,loss,97.0,LOS ANGELES LAKERS,99.0
LOS ANGELES LAKERS,240,39,84,6,17,15,20,16,22,24,9,4,7,23,home,win,99.0,CHARLOTTE BOBCATS,97.0
OKLAHOMA CITY THUNDER,240,42,73,5,12,14,17,5,38,24,4,6,18,15,away,win,103.0,NEW ORLEANS HORNETS,99.0
NEW ORLEANS HORNETS,240,41,91,8,23,9,11,10,27,30,10,5,9,13,home,loss,99.0,OKLAHOMA CITY THUNDER,103.0
WASHINGTON WIZARDS,240,37,77,5,20,6,7,4,27,13,8,7,14,13,away,loss,85.0,NEW YORK KNICKS,107.0
NEW YORK KNICKS,240,46,88,9,18,6,8,14,33,21,10,1,10,8,home,win,107.0,WASHINGTON WIZARDS,85.0
CHICAGO BULLS,265,38,86,8,22,19,25,10,31,22,7,0,17,16,away,loss,103.0,PHILADELPHIA 76ERS,106.0
PHILADELPHIA 76ERS,265,45,86,5,15,11,19,9,34,19,8,7,15,18,home,win,106.0,CHICAGO BULLS,103.0
SAN ANTONIO SPURS,240,44,84,4,13,23,28,11,27,22,6,4,14,18,away,win,115.0,SACRAMENTO KINGS,113.0
SACRAMENTO KINGS,240,45,86,9,22,14,19,11,23,18,8,5,12,23,home,loss,113.0,SAN ANTONIO SPURS,115.0
NEW JERSEY NETS,240,39,89,7,17,14,17,13,30,21,5,2,13,19,away,loss,99.0,TORONTO RAPTORS,108.0
TORONTO RAPTORS,240,37,78,10,19,24,29,9,31,21,6,6,10,16,home,win,108.0,NEW JERSEY NETS,99.0
PORTLAND TRAIL BLAZERS,240,37,87,8,19,23,28,16,22,17,7,1,8,23,away,loss,105.0,UTAH JAZZ,118.0
UTAH JAZZ,240,42,67,5,13,29,32,4,31,32,6,7,10,19,home,win,118.0,PORTLAND TRAIL BLAZERS,105.0
