team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,location,outcome,game_score,opponent,opponent_score
HOUSTON ROCKETS,240,39,92,7,22,18,21,20,22,18,7,0,12,18,away,loss,103.0,ATLANTA HAWKS,105.0
ATLANTA HAWKS,240,39,78,8,20,19,26,15,24,21,6,11,15,22,home,win,105.0,HOUSTON ROCKETS,103.0
ORLANDO MAGIC,240,29,70,10,22,15,26,7,35,19,7,7,20,24,away,win,83.0,BOSTON CELTICS,78.0
BOSTON CELTICS,240,30,87,2,19,16,18,14,29,20,11,7,12,25,home,loss,78.0,ORLANDO MAGIC,83.0
SACRAMENTO KINGS,240,43,81,6,16,10,14,11,33,21,6,5,21,23,away,loss,102.0,DALLAS MAVERICKS,104.0
DALLAS MAVERICKS,240,42,93,5,19,15,21,17,27,28,10,4,14,15,home,win,104.0,SACRAMENTO KINGS,102.0
PORTLAND TRAIL BLAZERS,240,33,79,4,19,24,30,17,28,18,7,6,23,23,away,loss,94.0,GOLDEN STATE WARRIORS,108.0
GOLDEN STATE WARRIORS,240,40,84,7,13,21,27,11,26,21,15,6,16,28,home,win,108.0,PORTLAND TRAIL BLAZERS,94.0
CLEVELAND CAVALIERS,240,36,78,6,13,27,34,11,36,15,6,4,14,17,away,win,105.0,INDIANA PACERS,95.0
INDIANA PACERS,240,38,81,4,18,15,21,9,32,22,8,8,10,22,home,loss,95.0,CLEVELAND CAVALIERS,105.0
DENVER NUGGETS,240,34,70,4,17,27,33,8,26,20,8,3,17,27,away,loss,99.0,LOS ANGELES CLIPPERS,106.0
LOS ANGELES CLIPPERS,240,36,73,7,17,27,33,7,26,28,8,6,13,24,home,win,106.0,DENVER NUGGETS,99.0
CHARLOTTE BOBCATS,240,30,59,2,14,26,43,2,33,18,8,6,11,20,away,loss,88.0,MILWAUKEE BUCKS,95.0
MILWAUKEE BUCKS,240,34,82,10,28,17,21,14,29,24,5,3,14,28,home,win,95.0,CHARLOTTE BOBCATS,88.0
WASHINGTON WIZARDS,240,41,87,7,15,19,27,17,23,19,8,3,20,22,away,loss,108.0,OKLAHOMA CITY THUNDER,127.0
OKLAHOMA CITY THUNDER,240,44,82,11,21,28,33,12,30,18,14,5,16,23,home,win,127.0,WASHINGTON WIZARDS,108.0
MEMPHIS GRIZZLIES,240,41,79,3,11,17,25,17,31,22,10,3,20,17,away,win,102.0,PHILADELPHIA 76ERS,97.0
PHILADELPHIA 76ERS,240,37,81,9,21,14,19,11,17,23,15,7,17,21,home,loss,97.0,MEMPHIS GRIZZLIES,102.0
MIAMI HEAT,240,39,89,7,23,28,34,15,25,22,7,1,9,27,away,loss,113.0,TORONTO RAPTORS,120.0
TORONTO RAPTORS,240,41,71,9,15,29,36,9,34,28,3,7,20,28,home,win,120.0,MIAMI HEAT,113.0
