team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,location,outcome,game_score,opponent,opponent_score
DETROIT PISTONS,240,32,85,5,14,16,20,11,23,16,8,2,3,18,away,loss,85.0,ATLANTA HAWKS,91.0
ATLANTA HAWKS,240,35,73,7,15,14,21,14,36,20,2,4,11,16,home,win,91.0,DETROIT PISTONS,85.0
CHARLOTTE BOBCATS,240,35,83,6,18,12,16,8,26,19,5,5,8,16,away,loss,88.0,CHICAGO BULLS,96.0
CHICAGO BULLS,240,39,86,2,11,16,21,18,38,22,2,7,11,13,home,win,96.0,CHARLOTTE BOBCATS,88.0
OKLAHOMA CITY THUNDER,240,42,81,5,14,32,38,10,24,22,11,1,13,23,away,win,121.0,DALLAS MAVERICKS,116.0
DALLAS MAVERICKS,240,43,81,5,19,25,29,12,27,20,8,6,18,28,home,loss,116.0,OKLAHOMA CITY THUNDER,121.0
LOS ANGELES CLIPPERS,240,36,76,10,24,8,12,7,37,26,5,3,20,17,away,loss,90.0,DENVER NUGGETS,98.0
DENVER NUGGETS,240,39,86,6,23,14,20,10,29,21,12,4,7,15,home,win,98.0,LOS ANGELES CLIPPERS,90.0
PHOENIX SUNS,240,36,76,6,17,20,25,8,27,17,10,0,9,22,away,loss,98.0,MILWAUKEE BUCKS,107.0
MILWAUKEE BUCKS,240,42,78,7,20,16,24,10,29,21,4,2,13,17,home,win,107.0,PHOENIX SUNS,98.0
MIAMI HEAT,240,38,76,6,14,15,24,11,37,23,6,4,15,22,away,win,97.0,MINNESOTA TIMBERWOLVES,84.0
MINNESOTA TIMBERWOLVES,240,34,76,4,18,12,23,8,30,20,9,6,12,19,home,loss,84.0,MIAMI HEAT,97.0
NEW ORLEANS HORNETS,240,37,93,1,11,12,18,14,21,26,11,6,10,17,away,loss,87.0,NEW JERSEY NETS,115.0
NEW JERSEY NETS,240,46,79,4,9,19,22,9,36,34,10,10,15,15,home,win,115.0,NEW ORLEANS HORNETS,87.0
TORONTO RAPTORS,265,45,80,11,24,27,34,11,31,31,4,3,19,21,away,win,128.0,PHILADELPHIA 76ERS,123.0
PHILADELPHIA 76ERS,265,45,81,7,21,26,32,6,21,34,13,1,11,27,home,loss,123.0,TORONTO RAPTORS,128.0
PORTLAND TRAIL BLAZERS,240,35,73,7,20,21,24,8,30,18,7,7,11,17,away,win,98.0,SACRAMENTO KINGS,87.0
SACRAMENTO KINGS,240,35,76,5,17,12,20,11,27,19,6,5,14,23,home,loss,87.0,PORTLAND TRAIL BLAZERS,98.0
