team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,location,outcome,game_score,opponent,opponent_score
NEW YORK KNICKS,240,37,88,12,34,9,13,8,29,24,11,3,3,19,away,win,95.0,ATLANTA HAWKS,91.0
ATLANTA HAWKS,240,35,77,5,24,16,21,8,39,22,1,6,15,15,home,loss,91.0,NEW YORK KNICKS,95.0
CHARLOTTE BOBCATS,240,30,82,3,12,26,30,12,38,16,8,5,11,20,away,win,89.0,BOSTON CELTICS,83.0
BOSTON CELTICS,240,29,77,7,21,18,25,10,35,15,5,2,15,26,home,loss,83.0,CHARLOTTE BOBCATS,89.0
LOS ANGELES LAKERS,240,37,94,8,21,17,26,19,32,20,4,9,14,27,away,loss,99.0,DENVER NUGGETS,111.0
DENVER NUGGETS,240,40,100,6,21,25,37,23,35,23,11,8,8,20,home,win,111.0,LOS ANGELES LAKERS,99.0
OKLAHOMA CITY THUNDER,240,35,75,6,16,27,33,8,27,27,12,3,22,29,away,loss,103.0,LOS ANGELES CLIPPERS,111.0
LOS ANGELES CLIPPERS,240,39,86,6,28,27,34,18,32,30,15,4,22,23,home,win,111.0,OKLAHOMA CITY THUNDER,103.0
TORONTO RAPTORS,240,31,67,8,15,33,39,9,28,14,12,6,13,21,away,win,103.0,MEMPHIS GRIZZLIES,87.0
MEMPHIS GRIZZLIES,240,35,82,6,21,11,17,11,29,24,6,5,17,24,home,loss,87.0,TORONTO RAPTORS,103.0
CLEVELAND CAVALIERS,240,36,87,5,16,18,21,10,27,18,4,1,11,18,away,loss,95.0,MINNESOTA TIMBERWOLVES,124.0
MINNESOTA TIMBERWOLVES,240,45,82,11,22,23,26,8,41,34,5,5,9,20,home,win,124.0,CLEVELAND CAVALIERS,95.0
MILWAUKEE BUCKS,240,33,74,5,13,20,22,7,32,16,9,7,18,19,away,loss,91.0,ORLANDO MAGIC,94.0
ORLANDO MAGIC,240,35,82,9,26,15,21,13,32,20,7,8,15,17,home,win,94.0,MILWAUKEE BUCKS,91.0
HOUSTON ROCKETS,265,43,96,15,41,16,25,13,37,34,8,15,19,27,away,loss,117.0,PHILADELPHIA 76ERS,123.0
PHILADELPHIA 76ERS,265,43,103,11,25,26,34,15,35,29,12,8,13,23,home,win,123.0,HOUSTON ROCKETS,117.0
PHOENIX SUNS,240,37,86,5,15,10,13,10,31,16,11,1,14,21,away,loss,89.0,PORTLAND TRAIL BLAZERS,90.0
PORTLAND TRAIL BLAZERS,240,35,84,6,15,14,23,14,37,15,5,3,16,13,home,win,90.0,PHOENIX SUNS,89.0
BROOKLYN NETS,240,31,82,3,13,21,27,10,42,14,2,7,15,23,away,loss,86.0,SACRAMENTO KINGS,107.0
SACRAMENTO KINGS,240,41,94,8,24,17,23,12,38,26,8,3,6,23,home,win,107.0,BROOKLYN NETS,86.0
WASHINGTON WIZARDS,240,33,91,5,15,8,11,12,32,15,11,3,9,11,away,loss,79.0,SAN ANTONIO SPURS,92.0
SAN ANTONIO SPURS,240,39,77,8,22,6,8,5,42,28,6,4,17,14,home,win,92.0,WASHINGTON WIZARDS,79.0
NEW ORLEANS PELICANS,240,42,85,5,12,16,20,11,23,19,13,3,13,30,away,loss,105.0,UTAH JAZZ,111.0
UTAH JAZZ,240,37,72,9,22,28,39,14,30,23,9,7,21,19,home,win,111.0,NEW ORLEANS PELICANS,105.0
