team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,location,outcome,game_score,opponent,opponent_score
LOS ANGELES LAKERS,240,37,74,12,20,21,28,8,38,27,3,4,19,13,away,win,107.0,BOSTON CELTICS,104.0
BOSTON CELTICS,240,44,99,7,23,9,11,13,29,34,12,6,7,19,home,loss,104.0,LOS ANGELES LAKERS,107.0
CLEVELAND CAVALIERS,240,42,88,5,16,28,35,16,33,21,8,6,11,19,away,win,117.0,DENVER NUGGETS,109.0
DENVER NUGGETS,240,40,92,14,37,15,19,13,28,28,6,9,13,28,home,loss,109.0,CLEVELAND CAVALIERS,117.0
UTAH JAZZ,240,43,79,9,22,15,19,10,33,27,7,5,18,22,away,win,110.0,DETROIT PISTONS,89.0
DETROIT PISTONS,240,32,74,4,16,21,31,8,24,15,5,3,15,19,home,loss,89.0,UTAH JAZZ,110.0
SACRAMENTO KINGS,240,33,81,5,11,19,23,10,33,17,4,2,14,16,away,loss,90.0,MEMPHIS GRIZZLIES,91.0
MEMPHIS GRIZZLIES,240,36,78,6,17,13,18,4,33,18,8,13,10,23,home,win,91.0,SACRAMENTO KINGS,90.0
LOS ANGELES CLIPPERS,240,33,78,8,30,35,42,8,36,17,9,4,11,27,away,win,109.0,NEW YORK KNICKS,95.0
NEW YORK KNICKS,240,29,83,7,23,30,36,20,35,20,2,1,18,32,home,loss,95.0,LOS ANGELES CLIPPERS,109.0
GOLDEN STATE WARRIORS,240,43,82,16,27,19,34,12,21,22,10,1,17,29,away,loss,121.0,OKLAHOMA CITY THUNDER,127.0
OKLAHOMA CITY THUNDER,240,47,81,9,22,24,33,12,29,23,13,4,17,26,home,win,127.0,GOLDEN STATE WARRIORS,121.0
CHARLOTTE BOBCATS,240,39,74,7,15,26,35,4,32,25,6,6,12,15,away,win,111.0,ORLANDO MAGIC,101.0
ORLANDO MAGIC,240,38,82,10,25,15,21,6,32,25,5,6,14,22,home,loss,101.0,CHARLOTTE BOBCATS,111.0
MIAMI HEAT,240,38,80,8,23,17,20,12,26,30,13,12,17,25,away,win,101.0,PHILADELPHIA 76ERS,86.0
PHILADELPHIA 76ERS,240,31,84,2,20,22,37,19,26,16,11,4,23,18,home,loss,86.0,MIAMI HEAT,101.0
DALLAS MAVERICKS,240,44,83,9,24,13,19,7,37,22,8,4,16,21,away,win,110.0,PHOENIX SUNS,107.0
PHOENIX SUNS,240,42,93,7,22,16,21,17,30,19,7,1,13,17,home,loss,107.0,DALLAS MAVERICKS,110.0
PORTLAND TRAIL BLAZERS,240,41,86,8,16,19,20,8,39,21,3,4,11,23,away,win,109.0,SAN ANTONIO SPURS,100.0
SAN ANTONIO SPURS,240,38,84,8,20,16,20,7,34,21,7,3,12,17,home,loss,100.0,PORTLAND TRAIL BLAZERS,109.0
MINNESOTA TIMBERWOLVES,240,36,82,3,18,14,20,12,32,16,4,3,10,21,away,loss,89.0,TORONTO RAPTORS,94.0
TORONTO RAPTORS,240,34,78,11,24,15,20,12,31,26,6,2,11,21,home,win,94.0,MINNESOTA TIMBERWOLVES,89.0
CHICAGO BULLS,240,35,76,9,24,14,16,7,27,24,8,5,15,15,away,loss,93.0,WASHINGTON WIZARDS,96.0
WASHINGTON WIZARDS,240,40,79,6,11,10,13,8,28,27,9,8,16,17,home,win,96.0,CHICAGO BULLS,93.0
