team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,location,outcome,game_score,opponent,opponent_score
CHICAGO BULLS,240,37,70,8,16,25,31,2,29,24,8,5,15,13,away,win,107.0,BOSTON CELTICS,102.0
BOSTON CELTICS,240,40,87,10,29,12,16,12,27,23,9,1,15,23,home,loss,102.0,CHICAGO BULLS,107.0
MINNESOTA TIMBERWOLVES,240,39,83,3,12,18,27,12,30,24,12,1,20,18,away,loss,99.0,BROOKLYN NETS,114.0
BROOKLYN NETS,240,43,86,12,33,16,22,14,29,21,13,6,20,22,home,win,114.0,MINNESOTA TIMBERWOLVES,99.0
INDIANA PACERS,240,29,78,8,22,10,16,10,31,21,8,3,15,21,away,loss,76.0,CLEVELAND CAVALIERS,90.0
CLEVELAND CAVALIERS,240,34,76,5,14,17,21,10,35,20,6,1,15,21,home,win,90.0,INDIANA PACERS,76.0
NEW YORK KNICKS,240,32,80,9,25,16,18,10,30,15,5,3,9,19,away,win,89.0,GOLDEN STATE WARRIORS,84.0
GOLDEN STATE WARRIORS,240,28,79,10,31,18,22,14,32,14,2,7,10,19,home,loss,84.0,NEW YORK KNICKS,89.0
PHOENIX SUNS,240,35,91,8,36,21,28,13,35,20,9,2,13,20,away,loss,99.0,LOS ANGELES LAKERS,115.0
LOS ANGELES LAKERS,240,44,83,5,18,22,24,5,37,29,10,5,13,21,home,win,115.0,PHOENIX SUNS,99.0
UTAH JAZZ,240,36,86,6,21,18,24,16,24,23,5,4,14,17,away,loss,96.0,OKLAHOMA CITY THUNDER,116.0
OKLAHOMA CITY THUNDER,240,41,74,11,18,23,26,7,35,26,6,7,12,27,home,win,116.0,UTAH JAZZ,96.0
TORONTO RAPTORS,240,33,73,6,19,26,27,8,22,13,9,2,14,14,away,win,98.0,ORLANDO MAGIC,93.0
ORLANDO MAGIC,240,38,69,7,19,10,14,6,27,24,6,4,18,23,home,loss,93.0,TORONTO RAPTORS,98.0
MEMPHIS GRIZZLIES,240,41,89,5,17,11,18,13,28,28,11,2,10,19,away,loss,98.0,PORTLAND TRAIL BLAZERS,105.0
PORTLAND TRAIL BLAZERS,240,39,75,5,15,22,25,7,32,23,6,3,13,16,home,win,105.0,MEMPHIS GRIZZLIES,98.0
