team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,location,outcome,game_score,opponent,opponent_score
SAN ANTONIO SPURS,240,43,82,5,17,9,11,8,30,27,2,3,19,18,away,loss,100.0,DETROIT PISTONS,109.0
DETROIT PISTONS,240,43,90,5,16,18,26,18,24,16,13,4,11,19,home,win,109.0,SAN ANTONIO SPURS,100.0
PHILADELPHIA 76ERS,240,33,90,2,17,12,17,7,31,15,10,2,17,21,away,loss,80.0,GOLDEN STATE WARRIORS,123.0
GOLDEN STATE WARRIORS,240,43,88,12,29,25,30,13,47,24,9,11,18,20,home,win,123.0,PHILADELPHIA 76ERS,80.0
DENVER NUGGETS,240,28,89,6,26,18,26,16,21,17,3,1,11,23,away,loss,80.0,INDIANA PACERS,119.0
INDIANA PACERS,240,46,80,4,16,23,26,13,43,21,6,8,14,18,home,win,119.0,DENVER NUGGETS,80.0
BOSTON CELTICS,240,42,88,7,20,11,14,14,29,25,8,6,15,22,away,win,102.0,MILWAUKEE BUCKS,86.0
MILWAUKEE BUCKS,240,31,72,6,16,18,25,8,28,17,5,4,19,19,home,loss,86.0,BOSTON CELTICS,102.0
HOUSTON ROCKETS,240,39,82,11,27,18,20,10,36,25,10,4,17,23,away,win,107.0,MINNESOTA TIMBERWOLVES,89.0
MINNESOTA TIMBERWOLVES,240,31,87,6,25,21,21,16,27,20,8,3,16,20,home,loss,89.0,HOUSTON ROCKETS,107.0
NEW ORLEANS PELICANS,240,39,77,6,12,17,26,9,27,21,8,4,14,26,away,loss,101.0,TORONTO RAPTORS,108.0
TORONTO RAPTORS,240,36,76,10,24,26,33,9,27,22,6,3,11,20,home,win,108.0,NEW ORLEANS PELICANS,101.0
