team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,location,outcome,game_score,opponent,opponent_score
CHICAGO BULLS,240,40,78,12,25,13,15,7,29,27,13,3,13,19,away,win,105.0,ATLANTA HAWKS,92.0
ATLANTA HAWKS,240,32,72,8,24,20,26,9,29,24,7,3,16,17,home,loss,92.0,CHICAGO BULLS,105.0
NEW ORLEANS PELICANS,240,35,74,2,9,35,45,8,34,21,5,7,16,25,away,loss,107.0,DENVER NUGGETS,137.0
DENVER NUGGETS,240,52,92,15,27,18,25,8,32,33,8,12,11,29,home,win,137.0,NEW ORLEANS PELICANS,107.0
DETROIT PISTONS,240,34,93,7,16,19,28,17,30,16,7,4,5,18,away,loss,94.0,INDIANA PACERS,101.0
INDIANA PACERS,240,39,79,5,18,18,24,10,37,24,4,7,10,21,home,win,101.0,DETROIT PISTONS,94.0
MILWAUKEE BUCKS,240,32,73,4,18,9,9,11,31,18,3,3,17,16,away,loss,77.0,MIAMI HEAT,96.0
MIAMI HEAT,240,39,77,9,26,9,14,8,27,22,12,5,9,12,home,win,96.0,MILWAUKEE BUCKS,77.0
MEMPHIS GRIZZLIES,240,40,95,4,11,4,6,11,27,24,6,3,11,15,away,loss,88.0,MINNESOTA TIMBERWOLVES,102.0
MINNESOTA TIMBERWOLVES,240,43,81,5,16,11,16,12,34,31,8,6,14,13,home,win,102.0,MEMPHIS GRIZZLIES,88.0
BROOKLYN NETS,240,26,65,8,26,21,28,7,16,11,9,0,16,16,away,loss,81.0,NEW YORK KNICKS,110.0
NEW YORK KNICKS,240,42,70,11,25,15,20,9,32,21,11,5,15,25,home,win,110.0,BROOKLYN NETS,81.0
CLEVELAND CAVALIERS,240,45,78,9,18,20,24,6,31,28,7,4,12,15,away,win,119.0,ORLANDO MAGIC,98.0
ORLANDO MAGIC,240,35,79,11,28,17,20,9,25,21,6,4,17,21,home,loss,98.0,CLEVELAND CAVALIERS,119.0
CHARLOTTE BOBCATS,240,42,79,12,22,27,35,9,38,32,1,4,9,17,away,win,123.0,PHILADELPHIA 76ERS,93.0
PHILADELPHIA 76ERS,240,35,83,4,18,19,26,7,25,21,5,2,11,24,home,loss,93.0,CHARLOTTE BOBCATS,123.0
LOS ANGELES CLIPPERS,240,37,79,11,26,27,30,10,26,18,10,4,13,24,away,win,112.0,PHOENIX SUNS,108.0
PHOENIX SUNS,240,36,78,8,28,28,33,14,24,17,4,4,14,26,home,loss,108.0,LOS ANGELES CLIPPERS,112.0
LOS ANGELES LAKERS,240,37,96,12,28,16,20,14,38,26,7,6,10,21,away,loss,102.0,SACRAMENTO KINGS,107.0
SACRAMENTO KINGS,240,42,86,5,15,18,27,8,39,16,8,4,8,18,home,win,107.0,LOS ANGELES LAKERS,102.0
GOLDEN STATE WARRIORS,240,36,85,8,21,10,10,7,26,21,7,2,13,19,away,loss,90.0,SAN ANTONIO SPURS,111.0
SAN ANTONIO SPURS,240,44,83,4,19,19,22,8,37,29,6,2,13,12,home,win,111.0,GOLDEN STATE WARRIORS,90.0
HOUSTON ROCKETS,240,36,87,9,26,22,30,10,37,19,8,1,15,30,away,loss,103.0,TORONTO RAPTORS,107.0
TORONTO RAPTORS,240,34,75,10,25,29,39,3,33,20,7,3,13,25,home,win,107.0,HOUSTON ROCKETS,103.0
BOSTON CELTICS,240,32,81,3,24,25,30,10,19,20,10,2,14,22,away,loss,92.0,WASHINGTON WIZARDS,118.0
WASHINGTON WIZARDS,240,45,72,10,19,18,21,6,35,29,8,4,21,24,home,win,118.0,BOSTON CELTICS,92.0
