team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,location,outcome,game_score,opponent,opponent_score
BOSTON CELTICS,240,32,81,2,12,16,23,13,35,15,7,8,19,26,away,loss,82.0,CHICAGO BULLS,94.0
CHICAGO BULLS,240,35,84,2,15,22,28,12,29,26,7,6,13,19,home,win,94.0,BOSTON CELTICS,82.0
ORLANDO MAGIC,265,32,84,7,25,10,18,8,41,21,5,12,14,20,away,loss,81.0,CLEVELAND CAVALIERS,87.0
CLEVELAND CAVALIERS,265,33,96,4,19,17,24,17,42,22,6,5,12,21,home,win,87.0,ORLANDO MAGIC,81.0
GOLDEN STATE WARRIORS,240,46,82,15,29,16,19,6,34,29,9,1,18,24,away,win,123.0,MIAMI HEAT,114.0
MIAMI HEAT,240,40,78,8,18,26,31,5,26,20,10,2,15,19,home,loss,114.0,GOLDEN STATE WARRIORS,123.0
BROOKLYN NETS,240,31,70,9,24,24,31,9,25,16,13,2,19,20,away,win,95.0,OKLAHOMA CITY THUNDER,93.0
OKLAHOMA CITY THUNDER,240,34,68,9,22,16,19,6,27,20,9,6,21,23,home,loss,93.0,BROOKLYN NETS,95.0
MEMPHIS GRIZZLIES,240,44,92,3,14,8,14,19,40,20,6,4,15,16,away,win,99.0,PHOENIX SUNS,91.0
PHOENIX SUNS,240,37,90,8,30,9,16,13,27,18,11,5,12,14,home,loss,91.0,MEMPHIS GRIZZLIES,99.0
CHARLOTTE BOBCATS,240,34,79,7,16,29,36,6,24,15,10,2,9,10,away,loss,104.0,PORTLAND TRAIL BLAZERS,134.0
PORTLAND TRAIL BLAZERS,240,54,93,21,33,5,7,12,40,34,8,2,15,25,home,win,134.0,CHARLOTTE BOBCATS,104.0
PHILADELPHIA 76ERS,240,42,90,5,19,24,31,13,34,23,12,11,12,31,away,win,113.0,SACRAMENTO KINGS,104.0
SACRAMENTO KINGS,240,35,83,7,23,27,37,16,35,14,4,7,22,27,home,loss,104.0,PHILADELPHIA 76ERS,113.0
NEW YORK KNICKS,240,39,76,9,17,18,20,9,31,19,7,5,13,23,away,win,105.0,SAN ANTONIO SPURS,101.0
SAN ANTONIO SPURS,240,37,77,14,32,13,19,9,25,29,5,4,12,16,home,loss,101.0,NEW YORK KNICKS,105.0
MILWAUKEE BUCKS,240,36,76,4,22,11,14,6,28,21,8,4,13,19,away,loss,87.0,UTAH JAZZ,96.0
UTAH JAZZ,240,36,81,7,16,17,17,9,34,15,10,6,11,15,home,win,96.0,MILWAUKEE BUCKS,87.0
