team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,location,outcome,game_score,opponent,opponent_score
WASHINGTON WIZARDS,240,46,89,13,24,9,11,9,32,30,6,5,10,23,away,win,114.0,ATLANTA HAWKS,97.0
ATLANTA HAWKS,240,33,73,6,16,25,30,5,33,20,5,1,16,11,home,loss,97.0,WASHINGTON WIZARDS,114.0
DETROIT PISTONS,240,38,90,8,18,14,20,7,24,20,8,5,9,20,away,loss,98.0,CHARLOTTE BOBCATS,116.0
CHARLOTTE BOBCATS,240,42,82,8,20,24,31,8,41,32,5,11,15,18,home,win,116.0,DETROIT PISTONS,98.0
ORLANDO MAGIC,240,35,89,6,22,17,24,10,35,21,7,2,6,25,away,loss,93.0,CLEVELAND CAVALIERS,101.0
CLEVELAND CAVALIERS,240,33,80,5,20,30,37,10,41,22,6,5,11,20,home,win,101.0,ORLANDO MAGIC,93.0
HOUSTON ROCKETS,240,52,104,18,35,12,25,19,37,28,15,6,14,15,away,win,134.0,LOS ANGELES LAKERS,108.0
LOS ANGELES LAKERS,240,41,84,14,27,12,15,3,29,29,10,5,19,19,home,loss,108.0,HOUSTON ROCKETS,134.0
INDIANA PACERS,240,35,87,6,22,15,20,9,40,17,10,3,21,27,away,loss,91.0,MINNESOTA TIMBERWOLVES,104.0
MINNESOTA TIMBERWOLVES,240,40,83,6,20,18,31,5,39,26,11,5,15,20,home,win,104.0,INDIANA PACERS,91.0
NEW YORK KNICKS,240,37,83,10,21,14,20,13,25,20,8,6,9,17,away,win,98.0,NEW ORLEANS PELICANS,91.0
NEW ORLEANS PELICANS,240,35,75,7,21,14,21,10,32,16,6,9,13,20,home,loss,91.0,NEW YORK KNICKS,98.0
BOSTON CELTICS,240,34,87,5,17,21,28,13,33,18,8,6,14,24,away,loss,94.0,PHOENIX SUNS,100.0
PHOENIX SUNS,240,36,82,11,28,17,26,10,36,23,5,6,18,23,home,win,100.0,BOSTON CELTICS,94.0
SAN ANTONIO SPURS,240,43,88,9,24,16,21,9,31,16,9,5,14,20,away,win,111.0,PORTLAND TRAIL BLAZERS,109.0
PORTLAND TRAIL BLAZERS,240,42,93,7,22,18,25,13,32,18,6,5,14,20,home,loss,109.0,SAN ANTONIO SPURS,111.0
GOLDEN STATE WARRIORS,240,39,86,3,19,20,24,6,29,26,14,3,7,23,away,win,101.0,SACRAMENTO KINGS,92.0
SACRAMENTO KINGS,240,33,79,6,17,20,28,15,34,13,4,3,21,19,home,loss,92.0,GOLDEN STATE WARRIORS,101.0
CHICAGO BULLS,240,36,72,7,12,15,20,8,30,25,4,8,16,24,away,win,94.0,TORONTO RAPTORS,92.0
TORONTO RAPTORS,240,35,83,3,17,19,23,12,21,16,7,4,10,24,home,loss,92.0,CHICAGO BULLS,94.0
BROOKLYN NETS,240,41,82,9,23,14,20,5,28,25,9,4,6,16,away,win,105.0,UTAH JAZZ,99.0
UTAH JAZZ,240,37,82,9,24,16,17,13,33,20,2,1,18,16,home,loss,99.0,BROOKLYN NETS,105.0
