team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,location,outcome,game_score,opponent,opponent_score
NEW YORK KNICKS,240,42,90,12,26,5,9,12,25,25,5,9,12,22,away,win,101.0,CHARLOTTE BOBCATS,91.0
CHARLOTTE BOBCATS,240,31,76,4,16,25,30,10,31,13,4,8,14,15,home,loss,91.0,NEW YORK KNICKS,101.0
UTAH JAZZ,240,25,85,7,20,16,25,17,23,18,13,4,17,21,away,loss,73.0,CHICAGO BULLS,97.0
CHICAGO BULLS,240,38,72,3,8,18,25,11,37,26,12,6,20,24,home,win,97.0,UTAH JAZZ,73.0
OKLAHOMA CITY THUNDER,240,37,82,6,17,39,44,17,35,22,9,9,13,22,away,win,119.0,DETROIT PISTONS,110.0
DETROIT PISTONS,240,39,91,11,31,21,27,16,26,22,10,6,13,27,home,loss,110.0,OKLAHOMA CITY THUNDER,119.0
TORONTO RAPTORS,240,32,81,6,18,14,16,15,27,16,7,6,15,22,away,loss,84.0,INDIANA PACERS,91.0
INDIANA PACERS,240,36,78,6,21,13,16,9,29,20,5,6,15,19,home,win,91.0,TORONTO RAPTORS,84.0
DALLAS MAVERICKS,240,44,90,10,22,10,15,14,26,21,9,7,17,21,away,loss,108.0,MINNESOTA TIMBERWOLVES,116.0
MINNESOTA TIMBERWOLVES,240,41,89,8,20,26,30,16,28,26,8,6,14,15,home,win,116.0,DALLAS MAVERICKS,108.0
LOS ANGELES LAKERS,240,31,80,6,19,17,26,12,36,19,2,4,14,18,away,loss,85.0,NEW ORLEANS PELICANS,96.0
NEW ORLEANS PELICANS,240,38,87,3,9,17,22,11,39,25,10,8,8,22,home,win,96.0,LOS ANGELES LAKERS,85.0
BOSTON CELTICS,240,34,95,2,14,21,26,19,31,19,11,5,11,24,away,win,91.0,ORLANDO MAGIC,89.0
ORLANDO MAGIC,240,33,83,4,20,19,29,16,40,19,4,4,20,24,home,loss,89.0,BOSTON CELTICS,91.0
CLEVELAND CAVALIERS,240,30,90,9,26,10,14,18,25,22,9,4,13,12,away,loss,79.0,PHILADELPHIA 76ERS,94.0
PHILADELPHIA 76ERS,240,40,84,7,21,7,9,12,35,25,5,8,17,18,home,win,94.0,CLEVELAND CAVALIERS,79.0
DENVER NUGGETS,240,36,80,8,22,23,28,7,30,17,11,2,20,26,away,loss,103.0,PHOENIX SUNS,114.0
PHOENIX SUNS,240,40,83,9,20,25,32,11,37,21,11,3,20,22,home,win,114.0,DENVER NUGGETS,103.0
SACRAMENTO KINGS,240,36,86,6,22,13,15,8,23,20,11,1,11,24,away,loss,91.0,PORTLAND TRAIL BLAZERS,104.0
PORTLAND TRAIL BLAZERS,240,39,80,10,23,16,18,11,36,28,4,5,17,18,home,win,104.0,SACRAMENTO KINGS,91.0
GOLDEN STATE WARRIORS,240,29,71,8,20,8,10,6,39,16,7,4,19,20,away,loss,74.0,SAN ANTONIO SPURS,76.0
SAN ANTONIO SPURS,240,31,79,5,19,9,18,11,31,19,9,3,12,18,home,win,76.0,GOLDEN STATE WARRIORS,74.0
BROOKLYN NETS,265,41,88,6,24,20,29,11,40,23,11,3,21,27,away,loss,108.0,WASHINGTON WIZARDS,112.0
WASHINGTON WIZARDS,265,41,88,10,24,20,26,7,29,28,10,4,16,19,home,win,112.0,BROOKLYN NETS,108.0
