team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,location,outcome,game_score,opponent,opponent_score
MIAMI HEAT,240,38,78,15,33,23,28,8,29,28,9,2,17,26,away,loss,114.0,ATLANTA HAWKS,121.0
ATLANTA HAWKS,240,42,81,12,31,25,27,7,31,33,8,1,13,26,home,win,121.0,MIAMI HEAT,114.0
TORONTO RAPTORS,240,39,95,10,29,7,10,17,34,19,8,3,12,24,away,loss,95.0,CHARLOTTE BOBCATS,100.0
CHARLOTTE BOBCATS,240,32,65,9,16,27,33,2,38,28,6,5,13,9,home,win,100.0,TORONTO RAPTORS,95.0
LOS ANGELES LAKERS,265,35,83,8,25,22,26,9,38,22,11,9,21,20,away,loss,100.0,CHICAGO BULLS,102.0
CHICAGO BULLS,265,39,102,7,21,17,24,19,36,26,13,5,15,18,home,win,102.0,LOS ANGELES LAKERS,100.0
DALLAS MAVERICKS,240,38,83,4,20,22,28,8,31,22,7,3,8,25,away,win,102.0,CLEVELAND CAVALIERS,97.0
CLEVELAND CAVALIERS,240,33,81,5,23,26,33,14,32,21,5,1,13,24,home,loss,97.0,DALLAS MAVERICKS,102.0
LOS ANGELES CLIPPERS,240,40,72,9,21,23,37,15,29,27,7,7,18,19,away,win,112.0,DETROIT PISTONS,103.0
DETROIT PISTONS,240,40,79,2,14,21,29,8,22,17,10,4,12,28,home,loss,103.0,LOS ANGELES CLIPPERS,112.0
INDIANA PACERS,240,41,91,8,19,12,15,17,35,19,7,5,14,19,away,win,102.0,GOLDEN STATE WARRIORS,94.0
GOLDEN STATE WARRIORS,240,35,86,10,30,14,20,13,32,21,7,2,15,22,home,loss,94.0,INDIANA PACERS,102.0
PORTLAND TRAIL BLAZERS,240,44,97,8,25,17,22,14,23,21,12,3,11,23,away,loss,113.0,HOUSTON ROCKETS,126.0
HOUSTON ROCKETS,240,45,86,16,33,20,24,17,35,27,5,3,18,18,home,win,126.0,PORTLAND TRAIL BLAZERS,113.0
NEW ORLEANS PELICANS,240,35,77,5,9,20,23,9,25,21,10,8,10,22,away,win,95.0,MEMPHIS GRIZZLIES,92.0
MEMPHIS GRIZZLIES,240,31,74,7,19,23,28,14,30,16,2,5,17,20,home,loss,92.0,NEW ORLEANS PELICANS,95.0
BROOKLYN NETS,240,37,75,14,38,15,20,8,37,25,11,4,14,27,away,win,103.0,NEW YORK KNICKS,80.0
NEW YORK KNICKS,240,24,71,8,25,24,37,14,31,13,4,3,16,17,home,loss,80.0,BROOKLYN NETS,103.0
PHILADELPHIA 76ERS,240,37,88,4,18,21,31,8,36,15,8,3,13,25,away,loss,99.0,WASHINGTON WIZARDS,107.0
WASHINGTON WIZARDS,240,37,84,5,18,28,35,10,43,25,5,12,16,28,home,win,107.0,PHILADELPHIA 76ERS,99.0
