team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,location,outcome,game_score,opponent,opponent_score
GOLDEN STATE WARRIORS,240,33,83,3,17,10,12,18,28,17,11,8,23,20,away,loss,79.0,ATLANTA HAWKS,104.0
ATLANTA HAWKS,240,41,89,8,29,14,15,11,27,21,13,4,14,12,home,win,104.0,GOLDEN STATE WARRIORS,79.0
PHOENIX SUNS,240,39,88,9,42,22,30,9,28,30,12,7,7,21,away,win,109.0,CHARLOTTE HORNETS,104.0
CHARLOTTE HORNETS,240,38,84,7,25,21,26,14,39,27,4,7,19,23,home,loss,104.0,PHOENIX SUNS,109.0
INDIANA PACERS,240,44,88,16,38,13,15,8,36,31,4,2,15,22,away,win,117.0,MEMPHIS GRIZZLIES,104.0
MEMPHIS GRIZZLIES,240,38,89,10,38,18,19,8,30,23,5,6,11,20,home,loss,104.0,INDIANA PACERS,117.0
NEW YORK KNICKS,240,28,91,10,39,22,33,14,28,13,4,7,10,21,away,loss,88.0,MILWAUKEE BUCKS,132.0
MILWAUKEE BUCKS,240,48,86,16,35,20,32,10,47,30,7,4,13,23,home,win,132.0,NEW YORK KNICKS,88.0
UTAH JAZZ,240,38,81,5,22,13,20,5,37,23,6,8,19,26,away,loss,94.0,PHILADELPHIA 76ERS,103.0
PHILADELPHIA 76ERS,240,37,91,13,26,16,23,8,39,24,12,3,14,22,home,win,103.0,UTAH JAZZ,94.0
CHICAGO BULLS,240,36,75,16,37,25,29,3,29,20,9,0,18,20,away,win,113.0,SACRAMENTO KINGS,106.0
SACRAMENTO KINGS,240,40,83,9,33,17,20,10,31,22,7,5,18,26,home,loss,106.0,CHICAGO BULLS,113.0
