team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,location,outcome,game_score,opponent,opponent_score
TORONTO RAPTORS,240,37,78,18,36,14,17,5,41,22,2,6,23,28,away,loss,106.0,BOSTON CELTICS,112.0
BOSTON CELTICS,240,42,109,13,38,15,16,21,35,21,10,8,9,20,home,win,112.0,TORONTO RAPTORS,106.0
NEW YORK KNICKS,240,38,81,17,25,16,28,9,30,17,14,4,26,31,away,loss,109.0,BROOKLYN NETS,113.0
BROOKLYN NETS,240,37,78,16,37,23,34,11,35,21,11,2,26,26,home,win,113.0,NEW YORK KNICKS,109.0
MINNESOTA TIMBERWOLVES,240,43,91,12,38,23,31,13,39,30,11,6,15,21,away,win,121.0,CHARLOTTE HORNETS,99.0
CHARLOTTE HORNETS,240,37,84,12,29,13,26,9,33,26,6,5,19,29,home,loss,99.0,MINNESOTA TIMBERWOLVES,121.0
PHOENIX SUNS,265,34,86,8,28,31,32,10,44,25,5,1,17,35,away,loss,107.0,DENVER NUGGETS,108.0
DENVER NUGGETS,265,36,92,7,27,29,36,8,37,21,7,12,14,26,home,win,108.0,PHOENIX SUNS,107.0
UTAH JAZZ,240,29,70,8,25,20,21,3,37,19,8,2,22,25,away,loss,86.0,LOS ANGELES LAKERS,95.0
LOS ANGELES LAKERS,240,34,86,8,26,19,24,11,31,19,14,9,14,21,home,win,95.0,UTAH JAZZ,86.0
CHICAGO BULLS,240,40,93,12,42,18,24,9,36,18,14,7,13,21,away,win,110.0,MEMPHIS GRIZZLIES,102.0
MEMPHIS GRIZZLIES,240,39,94,10,29,14,20,15,41,24,8,6,18,21,home,loss,102.0,CHICAGO BULLS,110.0
DALLAS MAVERICKS,240,45,93,14,40,19,26,12,37,23,8,7,11,19,away,win,123.0,NEW ORLEANS PELICANS,116.0
NEW ORLEANS PELICANS,240,45,98,15,41,11,15,12,36,30,6,3,14,22,home,loss,116.0,DALLAS MAVERICKS,123.0
WASHINGTON WIZARDS,240,39,97,11,41,8,10,8,39,21,9,6,15,21,away,win,97.0,OKLAHOMA CITY THUNDER,85.0
OKLAHOMA CITY THUNDER,240,33,83,5,23,14,22,7,42,14,7,6,18,18,home,loss,85.0,WASHINGTON WIZARDS,97.0
PORTLAND TRAIL BLAZERS,240,46,85,11,30,19,22,5,35,23,8,5,16,23,away,win,122.0,SACRAMENTO KINGS,112.0
SACRAMENTO KINGS,240,37,87,15,37,23,27,13,30,17,10,2,17,26,home,loss,112.0,PORTLAND TRAIL BLAZERS,122.0
