team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,location,outcome,game_score,opponent,opponent_score
HOUSTON ROCKETS,240,33,79,6,21,9,12,4,35,17,10,1,11,22,away,loss,81.0,DALLAS MAVERICKS,90.0
DALLAS MAVERICKS,240,34,73,6,19,16,20,3,40,18,7,2,13,14,home,win,90.0,HOUSTON ROCKETS,81.0
LOS ANGELES LAKERS,240,36,86,5,20,27,34,17,35,23,3,5,11,13,away,win,104.0,GOLDEN STATE WARRIORS,101.0
GOLDEN STATE WARRIORS,240,39,91,6,19,17,18,8,27,22,4,9,5,25,home,loss,101.0,LOS ANGELES LAKERS,104.0
MINNESOTA TIMBERWOLVES,240,33,85,9,29,11,13,12,28,13,7,8,13,21,away,loss,86.0,MEMPHIS GRIZZLIES,93.0
MEMPHIS GRIZZLIES,240,34,80,0,11,25,28,14,35,16,9,9,15,15,home,win,93.0,MINNESOTA TIMBERWOLVES,86.0
ATLANTA HAWKS,240,42,84,7,23,10,17,13,29,27,7,1,21,16,away,loss,101.0,MILWAUKEE BUCKS,108.0
MILWAUKEE BUCKS,240,44,88,5,11,15,16,10,26,29,10,7,11,16,home,win,108.0,ATLANTA HAWKS,101.0
CLEVELAND CAVALIERS,240,28,70,9,23,20,28,9,35,19,6,4,18,15,away,loss,85.0,PHILADELPHIA 76ERS,103.0
PHILADELPHIA 76ERS,240,45,92,10,19,3,5,9,34,25,8,6,11,22,home,win,103.0,CLEVELAND CAVALIERS,85.0
SAN ANTONIO SPURS,240,45,92,6,27,11,13,15,33,24,6,0,9,12,away,win,107.0,PHOENIX SUNS,100.0
PHOENIX SUNS,240,41,87,7,19,11,12,8,30,14,3,4,8,15,home,loss,100.0,SAN ANTONIO SPURS,107.0
OKLAHOMA CITY THUNDER,240,45,79,6,17,13,16,9,34,16,7,8,14,19,away,win,109.0,PORTLAND TRAIL BLAZERS,95.0
PORTLAND TRAIL BLAZERS,240,34,79,7,16,20,25,10,20,15,9,4,12,18,home,loss,95.0,OKLAHOMA CITY THUNDER,109.0
