team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,location,outcome,game_score,opponent,opponent_score
CHICAGO BULLS,240,36,82,6,14,16,20,17,26,21,8,5,19,9,away,loss,94.0,ATLANTA HAWKS,109.0
ATLANTA HAWKS,240,47,83,9,12,6,6,4,27,32,16,8,13,16,home,win,109.0,CHICAGO BULLS,94.0
NEW ORLEANS HORNETS,240,26,64,6,11,23,28,6,33,17,11,0,20,19,away,loss,81.0,DALLAS MAVERICKS,96.0
DALLAS MAVERICKS,240,32,74,8,19,24,29,6,29,22,12,2,14,21,home,win,96.0,NEW ORLEANS HORNETS,81.0
NEW YORK KNICKS,240,39,83,8,28,17,20,12,36,26,12,5,11,20,away,win,103.0,DETROIT PISTONS,80.0
DETROIT PISTONS,240,29,78,9,26,13,22,15,26,17,8,5,20,21,home,loss,80.0,NEW YORK KNICKS,103.0
UTAH JAZZ,240,32,81,4,16,20,28,15,28,25,9,5,9,22,away,win,88.0,GOLDEN STATE WARRIORS,87.0
GOLDEN STATE WARRIORS,240,29,70,7,19,22,24,10,32,19,3,3,17,23,home,loss,87.0,UTAH JAZZ,88.0
OKLAHOMA CITY THUNDER,240,36,85,7,21,19,22,18,26,18,3,3,16,16,away,win,98.0,HOUSTON ROCKETS,95.0
HOUSTON ROCKETS,240,38,87,5,14,14,15,14,27,23,7,5,11,21,home,loss,95.0,OKLAHOMA CITY THUNDER,98.0
CHARLOTTE BOBCATS,240,29,89,5,16,14,21,22,26,12,4,7,13,21,away,loss,77.0,INDIANA PACERS,99.0
INDIANA PACERS,240,39,77,2,9,19,26,13,32,15,6,6,11,20,home,win,99.0,CHARLOTTE BOBCATS,77.0
MILWAUKEE BUCKS,240,29,80,6,20,22,27,13,29,18,7,2,14,31,away,loss,86.0,LOS ANGELES CLIPPERS,92.0
LOS ANGELES CLIPPERS,240,31,69,4,19,26,40,8,29,17,10,9,13,23,home,win,92.0,MILWAUKEE BUCKS,86.0
MIAMI HEAT,240,38,76,5,15,20,24,10,35,27,12,8,22,27,away,win,101.0,NEW JERSEY NETS,90.0
NEW JERSEY NETS,240,28,83,10,33,24,32,18,25,24,14,3,21,21,home,loss,90.0,MIAMI HEAT,101.0
TORONTO RAPTORS,240,27,85,1,12,7,12,15,33,15,4,5,17,20,away,loss,62.0,PHILADELPHIA 76ERS,97.0
PHILADELPHIA 76ERS,240,36,83,5,21,20,27,11,40,20,13,8,8,10,home,win,97.0,TORONTO RAPTORS,62.0
DENVER NUGGETS,240,46,81,8,16,17,26,10,23,25,9,4,14,17,away,loss,117.0,SAN ANTONIO SPURS,121.0
SAN ANTONIO SPURS,240,49,89,9,20,14,18,15,23,27,6,5,15,19,home,win,121.0,DENVER NUGGETS,117.0
