team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,location,outcome,game_score,opponent,opponent_score
UTAH JAZZ,240,40,85,0,3,17,22,14,17,24,9,4,13,14,away,loss,97.0,CHICAGO BULLS,111.0
CHICAGO BULLS,240,43,77,7,18,18,24,14,28,31,8,6,14,18,home,win,111.0,UTAH JAZZ,97.0
TORONTO RAPTORS,240,29,73,5,21,23,25,7,26,16,7,2,14,19,away,loss,86.0,DETROIT PISTONS,105.0
DETROIT PISTONS,240,39,74,7,21,20,25,7,32,22,10,4,13,23,home,win,105.0,TORONTO RAPTORS,86.0
DALLAS MAVERICKS,240,28,75,10,23,21,26,8,31,20,7,3,21,18,away,loss,87.0,GOLDEN STATE WARRIORS,111.0
GOLDEN STATE WARRIORS,240,40,74,10,25,21,25,3,41,23,17,2,16,20,home,win,111.0,DALLAS MAVERICKS,87.0
INDIANA PACERS,265,33,88,7,17,18,25,17,23,17,9,4,13,28,away,loss,91.0,MIAMI HEAT,93.0
MIAMI HEAT,265,35,75,3,13,20,31,16,35,17,8,9,20,24,home,win,93.0,INDIANA PACERS,91.0
NEW ORLEANS HORNETS,240,39,85,3,7,14,16,8,28,28,7,3,12,22,away,win,95.0,MINNESOTA TIMBERWOLVES,89.0
MINNESOTA TIMBERWOLVES,240,33,80,5,23,18,25,16,31,19,5,4,17,19,home,loss,89.0,NEW ORLEANS HORNETS,95.0
HOUSTON ROCKETS,240,46,82,9,16,11,14,10,25,28,2,6,9,14,away,win,112.0,NEW JERSEY NETS,106.0
NEW JERSEY NETS,240,43,81,9,24,11,14,11,23,21,3,3,8,17,home,loss,106.0,HOUSTON ROCKETS,112.0
CHARLOTTE BOBCATS,240,36,88,7,14,16,19,15,22,24,8,2,11,16,away,loss,95.0,OKLAHOMA CITY THUNDER,122.0
OKLAHOMA CITY THUNDER,240,46,73,10,23,20,26,6,33,27,8,13,14,19,home,win,122.0,CHARLOTTE BOBCATS,95.0
MEMPHIS GRIZZLIES,240,36,86,5,14,14,19,9,27,27,10,3,8,16,away,loss,91.0,PHOENIX SUNS,98.0
PHOENIX SUNS,240,41,86,4,11,12,15,16,36,24,4,6,16,15,home,win,98.0,MEMPHIS GRIZZLIES,91.0
PORTLAND TRAIL BLAZERS,240,40,78,4,17,26,27,9,32,19,4,5,7,20,away,win,110.0,WASHINGTON WIZARDS,99.0
WASHINGTON WIZARDS,240,39,82,5,16,16,25,12,27,17,3,1,8,22,home,loss,99.0,PORTLAND TRAIL BLAZERS,110.0
