team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,location,outcome,game_score,opponent,opponent_score
GOLDEN STATE WARRIORS,240,37,80,15,31,15,21,11,28,22,7,6,16,26,away,loss,104.0,LOS ANGELES CLIPPERS,112.0
LOS ANGELES CLIPPERS,240,44,81,10,22,14,30,13,28,22,6,9,10,18,home,win,112.0,GOLDEN STATE WARRIORS,104.0
UTAH JAZZ,240,40,83,5,11,13,17,13,28,20,10,4,14,23,away,loss,98.0,MEMPHIS GRIZZLIES,103.0
MEMPHIS GRIZZLIES,240,34,70,7,13,28,34,11,27,18,4,6,12,13,home,win,103.0,UTAH JAZZ,98.0
INDIANA PACERS,240,37,92,7,19,24,26,19,35,17,4,1,9,19,away,win,105.0,MILWAUKEE BUCKS,99.0
MILWAUKEE BUCKS,240,37,84,9,23,16,26,11,32,21,5,8,10,21,home,loss,99.0,INDIANA PACERS,105.0
OKLAHOMA CITY THUNDER,240,40,91,7,25,28,32,17,36,17,6,8,14,28,away,win,115.0,MINNESOTA TIMBERWOLVES,110.0
MINNESOTA TIMBERWOLVES,240,42,84,4,11,22,34,10,29,19,7,4,13,23,home,loss,110.0,OKLAHOMA CITY THUNDER,115.0
BOSTON CELTICS,240,37,81,5,14,15,22,12,39,28,8,8,14,19,away,win,94.0,NEW JERSEY NETS,82.0
NEW JERSEY NETS,240,32,87,6,22,12,14,13,29,19,5,5,14,20,home,loss,82.0,BOSTON CELTICS,94.0
PHOENIX SUNS,240,38,96,2,16,13,18,18,26,15,10,6,12,18,away,loss,91.0,SAN ANTONIO SPURS,105.0
SAN ANTONIO SPURS,240,40,76,9,18,16,19,10,39,24,12,1,24,20,home,win,105.0,PHOENIX SUNS,91.0
CLEVELAND CAVALIERS,240,34,66,3,8,27,33,5,29,17,8,3,16,17,away,win,98.0,WASHINGTON WIZARDS,89.0
WASHINGTON WIZARDS,240,38,87,4,14,9,12,12,22,20,8,9,10,22,home,loss,89.0,CLEVELAND CAVALIERS,98.0
