team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,location,outcome,game_score,opponent,opponent_score
NEW YORK KNICKS,240,43,79,12,19,15,20,7,30,21,13,1,17,21,away,win,113.0,ATLANTA HAWKS,112.0
ATLANTA HAWKS,240,41,76,15,23,15,23,5,28,23,13,7,19,19,home,loss,112.0,NEW YORK KNICKS,113.0
SACRAMENTO KINGS,240,48,87,3,9,15,20,9,28,23,13,6,8,19,away,win,114.0,CHARLOTTE BOBCATS,88.0
CHARLOTTE BOBCATS,240,39,89,2,15,8,14,16,29,28,3,8,19,15,home,loss,88.0,SACRAMENTO KINGS,114.0
ORLANDO MAGIC,240,28,75,6,23,12,17,12,21,19,9,2,13,16,away,loss,74.0,DENVER NUGGETS,101.0
DENVER NUGGETS,240,44,78,5,15,8,11,9,34,32,5,5,15,18,home,win,101.0,ORLANDO MAGIC,74.0
TORONTO RAPTORS,240,29,77,4,13,11,16,11,34,21,8,6,17,28,away,loss,73.0,DETROIT PISTONS,76.0
DETROIT PISTONS,240,26,71,2,15,22,35,8,32,16,5,4,12,10,home,win,76.0,TORONTO RAPTORS,73.0
NEW ORLEANS HORNETS,240,35,71,3,12,25,34,8,28,22,6,5,19,31,away,loss,98.0,LOS ANGELES CLIPPERS,107.0
LOS ANGELES CLIPPERS,240,33,77,7,28,34,43,11,28,24,13,5,11,27,home,win,107.0,NEW ORLEANS HORNETS,98.0
OKLAHOMA CITY THUNDER,290,37,101,8,24,24,28,14,40,23,9,12,17,26,away,loss,106.0,LOS ANGELES LAKERS,114.0
LOS ANGELES LAKERS,290,41,106,5,16,27,40,25,42,26,12,10,13,19,home,win,114.0,OKLAHOMA CITY THUNDER,106.0
HOUSTON ROCKETS,240,35,76,7,20,11,13,7,30,17,9,4,18,19,away,loss,88.0,MIAMI HEAT,97.0
MIAMI HEAT,240,35,85,5,16,22,24,17,31,10,10,7,14,15,home,win,97.0,HOUSTON ROCKETS,88.0
GOLDEN STATE WARRIORS,240,41,92,5,16,6,10,11,34,18,6,7,9,17,away,win,93.0,MINNESOTA TIMBERWOLVES,88.0
MINNESOTA TIMBERWOLVES,240,30,82,7,26,21,21,9,37,18,1,10,12,13,home,loss,88.0,GOLDEN STATE WARRIORS,93.0
CLEVELAND CAVALIERS,240,37,88,5,22,19,28,14,28,14,6,4,13,21,away,loss,98.0,SAN ANTONIO SPURS,114.0
SAN ANTONIO SPURS,240,42,77,8,20,22,29,5,40,23,6,4,14,20,home,win,114.0,CLEVELAND CAVALIERS,98.0
