team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,location,outcome,game_score,opponent,opponent_score
ORLANDO MAGIC,240,36,95,3,19,9,9,15,32,19,10,6,14,13,away,loss,84.0,BOSTON CELTICS,97.0
BOSTON CELTICS,240,42,84,4,18,9,14,10,38,30,9,5,14,13,home,win,97.0,ORLANDO MAGIC,84.0
CHICAGO BULLS,240,34,78,1,14,20,22,11,18,23,9,3,13,17,away,loss,89.0,BROOKLYN NETS,93.0
BROOKLYN NETS,240,39,75,5,11,10,20,11,29,19,7,4,14,18,home,win,93.0,CHICAGO BULLS,89.0
NEW ORLEANS HORNETS,240,38,72,4,13,18,21,5,31,19,4,8,21,20,away,loss,98.0,DENVER NUGGETS,113.0
DENVER NUGGETS,240,44,84,7,22,18,22,7,25,29,14,6,8,20,home,win,113.0,NEW ORLEANS HORNETS,98.0
CLEVELAND CAVALIERS,240,35,88,6,20,23,26,13,29,19,5,6,15,33,away,loss,99.0,DETROIT PISTONS,117.0
DETROIT PISTONS,240,45,83,4,14,23,43,13,36,27,8,11,11,21,home,win,117.0,CLEVELAND CAVALIERS,99.0
MIAMI HEAT,240,33,70,5,14,18,24,6,19,21,7,6,11,22,away,loss,89.0,INDIANA PACERS,102.0
INDIANA PACERS,240,39,70,7,17,17,24,8,26,21,5,3,12,22,home,win,102.0,MIAMI HEAT,89.0
WASHINGTON WIZARDS,240,34,83,5,20,3,3,7,24,19,12,0,15,19,away,loss,76.0,MEMPHIS GRIZZLIES,85.0
MEMPHIS GRIZZLIES,240,35,78,1,7,14,17,12,34,22,9,6,18,12,home,win,85.0,WASHINGTON WIZARDS,76.0
LOS ANGELES LAKERS,240,39,92,12,32,21,25,17,40,27,6,6,12,14,away,win,111.0,MINNESOTA TIMBERWOLVES,100.0
MINNESOTA TIMBERWOLVES,240,41,89,10,22,8,18,8,32,23,8,4,13,18,home,loss,100.0,LOS ANGELES LAKERS,111.0
MILWAUKEE BUCKS,240,33,83,8,20,12,17,12,28,18,7,3,13,22,away,loss,86.0,NEW YORK KNICKS,96.0
NEW YORK KNICKS,240,32,76,13,35,19,26,14,36,17,5,4,15,15,home,win,96.0,MILWAUKEE BUCKS,86.0
SACRAMENTO KINGS,240,30,79,1,10,19,25,9,26,21,12,4,13,15,away,loss,80.0,PHILADELPHIA 76ERS,89.0
PHILADELPHIA 76ERS,240,36,76,3,14,14,19,9,38,20,6,4,18,18,home,win,89.0,SACRAMENTO KINGS,80.0
DALLAS MAVERICKS,240,40,88,8,21,21,25,12,39,25,10,12,15,18,away,win,109.0,PHOENIX SUNS,99.0
PHOENIX SUNS,240,38,89,4,15,19,25,12,34,20,9,7,13,21,home,loss,99.0,DALLAS MAVERICKS,109.0
LOS ANGELES CLIPPERS,240,25,72,3,19,20,31,9,28,12,6,4,14,16,away,loss,73.0,TORONTO RAPTORS,98.0
TORONTO RAPTORS,240,38,81,12,26,10,17,11,34,30,7,6,12,25,home,win,98.0,LOS ANGELES CLIPPERS,73.0
PORTLAND TRAIL BLAZERS,240,29,79,7,20,12,16,12,28,15,6,8,15,22,away,loss,77.0,UTAH JAZZ,86.0
UTAH JAZZ,240,35,81,4,15,12,17,9,38,19,7,7,13,21,home,win,86.0,PORTLAND TRAIL BLAZERS,77.0
