team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,location,outcome,game_score,opponent,opponent_score
CLEVELAND CAVALIERS,240,41,85,10,23,21,22,18,31,21,8,3,18,25,away,win,113.0,ATLANTA HAWKS,111.0
ATLANTA HAWKS,240,38,78,12,20,23,32,10,18,25,12,5,12,18,home,loss,111.0,CLEVELAND CAVALIERS,113.0
PORTLAND TRAIL BLAZERS,240,24,69,3,15,27,37,10,27,12,12,4,21,19,away,loss,78.0,BOSTON CELTICS,96.0
BOSTON CELTICS,240,36,73,6,16,18,20,5,31,20,16,4,19,27,home,win,96.0,PORTLAND TRAIL BLAZERS,78.0
PHILADELPHIA 76ERS,240,44,86,8,17,8,10,13,26,26,5,6,10,18,away,win,104.0,CHARLOTTE BOBCATS,98.0
CHARLOTTE BOBCATS,240,39,83,8,17,12,18,13,28,25,5,6,10,10,home,loss,98.0,PHILADELPHIA 76ERS,104.0
DENVER NUGGETS,240,40,86,8,24,15,22,13,25,22,8,1,15,19,away,loss,103.0,LOS ANGELES LAKERS,122.0
LOS ANGELES LAKERS,240,47,87,17,33,11,17,15,31,33,11,6,15,22,home,win,122.0,DENVER NUGGETS,103.0
DETROIT PISTONS,240,29,72,4,16,16,20,11,35,15,7,5,22,20,away,loss,78.0,MEMPHIS GRIZZLIES,90.0
MEMPHIS GRIZZLIES,240,34,85,4,12,18,21,11,28,20,11,5,12,22,home,win,90.0,DETROIT PISTONS,78.0
MILWAUKEE BUCKS,240,34,93,5,18,12,16,13,34,14,10,14,11,24,away,loss,85.0,MINNESOTA TIMBERWOLVES,95.0
MINNESOTA TIMBERWOLVES,240,34,87,8,19,19,27,16,40,15,6,6,15,13,home,win,95.0,MILWAUKEE BUCKS,85.0
WASHINGTON WIZARDS,240,35,78,5,18,12,21,13,29,11,5,4,17,14,away,loss,87.0,NEW YORK KNICKS,108.0
NEW YORK KNICKS,240,43,81,12,29,10,15,3,29,24,7,1,8,20,home,win,108.0,WASHINGTON WIZARDS,87.0
UTAH JAZZ,240,38,92,7,23,11,12,21,19,24,9,8,18,21,away,loss,94.0,OKLAHOMA CITY THUNDER,106.0
OKLAHOMA CITY THUNDER,240,39,75,4,9,24,33,16,31,21,11,14,21,19,home,win,106.0,UTAH JAZZ,94.0
BROOKLYN NETS,240,38,83,11,20,11,13,11,30,22,4,6,7,17,away,win,98.0,ORLANDO MAGIC,86.0
ORLANDO MAGIC,240,35,78,1,11,15,19,8,28,20,5,2,9,19,home,loss,86.0,BROOKLYN NETS,98.0
INDIANA PACERS,240,37,85,9,26,14,19,10,31,27,7,6,9,19,away,win,97.0,SACRAMENTO KINGS,92.0
SACRAMENTO KINGS,240,32,75,6,17,22,25,8,34,15,6,4,12,19,home,loss,92.0,INDIANA PACERS,97.0
PHOENIX SUNS,240,37,77,6,16,17,19,4,30,28,6,8,14,20,away,loss,97.0,TORONTO RAPTORS,101.0
TORONTO RAPTORS,240,39,81,8,14,15,22,10,31,24,7,4,13,20,home,win,101.0,PHOENIX SUNS,97.0
