team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,location,outcome,game_score,opponent,opponent_score
WASHINGTON WIZARDS,240,39,88,10,26,8,12,12,24,23,8,6,16,17,away,loss,96.0,BOSTON CELTICS,107.0
BOSTON CELTICS,240,43,77,4,11,17,21,6,32,26,11,2,14,19,home,win,107.0,WASHINGTON WIZARDS,96.0
ORLANDO MAGIC,240,34,90,1,13,16,22,19,34,21,9,7,14,17,away,loss,85.0,CLEVELAND CAVALIERS,91.0
CLEVELAND CAVALIERS,240,32,89,7,17,20,24,17,35,24,7,8,14,18,home,win,91.0,ORLANDO MAGIC,85.0
CHICAGO BULLS,240,33,73,3,15,16,25,8,25,20,7,5,11,18,away,loss,85.0,DETROIT PISTONS,99.0
DETROIT PISTONS,240,39,73,9,18,12,17,8,32,25,6,2,13,23,home,win,99.0,CHICAGO BULLS,85.0
UTAH JAZZ,240,40,88,11,25,6,7,13,29,29,10,6,13,14,away,win,97.0,GOLDEN STATE WARRIORS,90.0
GOLDEN STATE WARRIORS,240,35,74,7,17,13,18,8,33,21,5,2,16,15,home,loss,90.0,UTAH JAZZ,97.0
LOS ANGELES LAKERS,240,33,76,7,24,22,30,10,26,25,6,5,11,14,away,loss,95.0,LOS ANGELES CLIPPERS,109.0
LOS ANGELES CLIPPERS,240,42,84,8,21,17,21,16,34,26,6,1,10,22,home,win,109.0,LOS ANGELES LAKERS,95.0
NEW YORK KNICKS,240,46,93,15,34,18,24,19,22,22,5,4,6,19,away,win,125.0,OKLAHOMA CITY THUNDER,120.0
OKLAHOMA CITY THUNDER,240,45,78,9,17,21,25,10,27,23,5,11,12,22,home,loss,120.0,NEW YORK KNICKS,125.0
NEW ORLEANS HORNETS,240,32,80,4,15,27,29,15,33,19,7,6,15,25,away,win,95.0,PHOENIX SUNS,92.0
PHOENIX SUNS,240,34,80,7,21,17,19,9,29,20,8,4,16,24,home,loss,92.0,NEW ORLEANS HORNETS,95.0
DALLAS MAVERICKS,240,42,90,3,13,9,12,13,35,28,9,7,12,11,away,win,96.0,PORTLAND TRAIL BLAZERS,91.0
PORTLAND TRAIL BLAZERS,240,37,80,4,22,13,16,6,33,23,8,3,14,16,home,loss,91.0,DALLAS MAVERICKS,96.0
MEMPHIS GRIZZLIES,240,32,73,3,7,22,29,8,37,17,9,12,14,25,away,win,89.0,SACRAMENTO KINGS,87.0
SACRAMENTO KINGS,240,29,81,7,25,22,28,10,31,18,9,4,14,24,home,loss,87.0,MEMPHIS GRIZZLIES,89.0
