team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,location,outcome,game_score,opponent,opponent_score
NEW YORK KNICKS,265,33,85,6,21,17,24,17,33,14,9,2,14,24,away,loss,89.0,BROOKLYN NETS,96.0
BROOKLYN NETS,265,37,91,9,28,13,19,18,32,23,5,7,12,21,home,win,96.0,NEW YORK KNICKS,89.0
MILWAUKEE BUCKS,240,39,85,3,15,12,19,13,23,23,4,12,12,17,away,win,93.0,CHICAGO BULLS,92.0
CHICAGO BULLS,240,35,80,5,11,17,19,14,26,21,8,6,15,21,home,loss,92.0,MILWAUKEE BUCKS,93.0
PORTLAND TRAIL BLAZERS,240,36,85,6,19,23,31,17,25,23,10,9,11,24,away,loss,101.0,DETROIT PISTONS,108.0
DETROIT PISTONS,240,42,80,9,15,15,22,12,35,26,6,5,16,25,home,win,108.0,PORTLAND TRAIL BLAZERS,101.0
NEW ORLEANS HORNETS,240,36,71,15,25,18,23,7,29,23,6,3,15,19,away,win,105.0,LOS ANGELES CLIPPERS,98.0
LOS ANGELES CLIPPERS,240,37,79,18,37,6,11,8,24,26,11,5,14,26,home,loss,98.0,NEW ORLEANS HORNETS,105.0
CLEVELAND CAVALIERS,240,31,76,4,16,12,15,14,27,12,10,5,16,23,away,loss,78.0,MEMPHIS GRIZZLIES,84.0
MEMPHIS GRIZZLIES,240,33,71,4,11,14,18,10,23,16,8,5,14,15,home,win,84.0,CLEVELAND CAVALIERS,78.0
CHARLOTTE BOBCATS,240,23,79,6,22,17,22,11,26,12,9,4,11,19,away,loss,69.0,OKLAHOMA CITY THUNDER,114.0
OKLAHOMA CITY THUNDER,240,40,78,13,27,21,23,9,45,31,3,7,14,21,home,win,114.0,CHARLOTTE BOBCATS,69.0
DENVER NUGGETS,240,40,73,5,14,18,32,13,25,22,6,5,17,26,away,loss,103.0,UTAH JAZZ,105.0
UTAH JAZZ,240,36,78,8,22,25,34,13,18,19,9,6,12,30,home,win,105.0,DENVER NUGGETS,103.0
SAN ANTONIO SPURS,240,45,80,13,23,15,20,10,33,32,4,5,15,15,away,win,118.0,WASHINGTON WIZARDS,92.0
WASHINGTON WIZARDS,240,37,90,4,14,14,17,15,25,14,10,2,10,18,home,loss,92.0,SAN ANTONIO SPURS,118.0
