team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,location,outcome,game_score,opponent,opponent_score
HOUSTON ROCKETS,240,43,91,10,34,20,25,10,38,32,8,3,11,21,away,win,116.0,GOLDEN STATE WARRIORS,107.0
GOLDEN STATE WARRIORS,240,38,84,8,20,23,31,8,38,25,6,6,13,22,home,loss,107.0,HOUSTON ROCKETS,116.0
PHOENIX SUNS,240,35,85,3,13,12,17,12,36,27,10,8,19,21,away,loss,85.0,LOS ANGELES LAKERS,91.0
LOS ANGELES LAKERS,240,36,83,7,21,12,18,12,36,23,9,5,19,15,home,win,91.0,PHOENIX SUNS,85.0
SACRAMENTO KINGS,240,40,86,4,16,17,24,12,24,20,12,2,14,24,away,loss,101.0,MEMPHIS GRIZZLIES,108.0
MEMPHIS GRIZZLIES,240,41,75,6,13,20,24,7,32,21,5,4,19,22,home,win,108.0,SACRAMENTO KINGS,101.0
PORTLAND TRAIL BLAZERS,240,39,73,8,24,18,20,4,21,15,3,2,14,18,away,loss,104.0,MIAMI HEAT,117.0
MIAMI HEAT,240,43,74,8,19,23,27,10,22,22,9,7,9,21,home,win,117.0,PORTLAND TRAIL BLAZERS,104.0
DENVER NUGGETS,240,44,85,6,16,14,20,18,27,24,13,5,18,20,away,loss,108.0,TORONTO RAPTORS,109.0
TORONTO RAPTORS,240,39,83,10,21,21,23,15,23,23,10,5,17,21,home,win,109.0,DENVER NUGGETS,108.0
OKLAHOMA CITY THUNDER,240,38,68,5,15,13,23,7,19,15,11,13,20,16,away,loss,94.0,UTAH JAZZ,109.0
UTAH JAZZ,240,42,87,7,19,18,22,16,22,25,14,3,17,21,home,win,109.0,OKLAHOMA CITY THUNDER,94.0
