team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
CLEVELAND CAVALIERS,240,34,78,3,6,18,24,12,33,13,13,8,19,16
ATLANTA HAWKS,240,31,79,3,17,11,15,12,27,16,16,4,22,21
WASHINGTON WIZARDS,240,36,68,7,16,35,48,4,32,17,5,1,17,25
CHARLOTTE BOBCATS,240,39,91,5,20,24,31,15,30,19,9,4,11,33
MIAMI HEAT,240,39,85,12,24,13,21,14,25,27,7,4,15,32
CHICAGO BULLS,240,39,81,5,15,26,38,14,31,23,8,7,13,19
BOSTON CELTICS,240,23,72,7,14,24,33,13,29,14,6,2,17,29
LOS ANGELES CLIPPERS,240,36,71,3,7,25,35,12,33,23,11,11,10,29
MILWAUKEE BUCKS,240,44,90,9,16,15,19,17,28,27,7,2,12,21
MEMPHIS GRIZZLIES,240,39,81,4,21,14,25,12,27,27,4,5,13,23
HOUSTON ROCKETS,240,33,74,12,25,18,21,14,40,23,13,6,24,20
NEW JERSEY NETS,240,24,73,3,16,20,23,8,24,19,14,3,14,17
DETROIT PISTONS,315,54,123,7,25,30,36,27,29,22,6,6,10,40
NEW YORK KNICKS,315,49,87,5,17,48,63,11,36,24,4,5,17,29
LOS ANGELES LAKERS,240,38,76,6,16,24,27,7,27,22,10,5,15,24
ORLANDO MAGIC,240,35,79,1,6,22,31,14,22,18,8,6,16,25
NEW ORLEANS/OKLAHOMA CITY HORNETS,240,31,77,4,13,19,26,14,27,16,3,8,10,22
PORTLAND TRAIL BLAZERS,240,35,80,5,14,25,30,16,32,18,6,8,12,17
PHILADELPHIA 76ERS,240,29,73,0,3,18,25,8,24,17,4,3,13,17
SACRAMENTO KINGS,240,38,77,6,16,19,23,7,33,26,8,6,6,24
MINNESOTA TIMBERWOLVES,240,37,78,5,15,18,22,8,28,23,7,2,11,24
TORONTO RAPTORS,240,41,79,5,11,13,20,9,29,21,3,3,12,19
