team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,location,outcome,game_score,opponent,opponent_score
ATLANTA HAWKS,240,42,81,4,17,29,34,12,26,22,5,5,13,24,away,loss,117.0,CHARLOTTE BOBCATS,125.0
CHARLOTTE BOBCATS,240,50,88,5,10,20,28,9,28,30,9,3,10,23,home,win,125.0,ATLANTA HAWKS,117.0
ORLANDO MAGIC,240,36,75,5,13,20,27,6,32,17,3,5,17,21,away,win,97.0,CHICAGO BULLS,93.0
CHICAGO BULLS,240,36,85,6,19,15,28,13,29,21,13,3,11,21,home,loss,93.0,ORLANDO MAGIC,97.0
DALLAS MAVERICKS,240,35,71,5,15,15,16,9,29,17,3,5,13,21,away,loss,90.0,DETROIT PISTONS,97.0
DETROIT PISTONS,240,35,80,9,12,18,27,15,22,22,6,3,6,15,home,win,97.0,DALLAS MAVERICKS,90.0
SAN ANTONIO SPURS,240,36,73,10,25,16,23,10,32,32,7,6,14,31,away,win,98.0,LOS ANGELES CLIPPERS,87.0
LOS ANGELES CLIPPERS,240,28,74,1,10,30,36,10,29,18,6,5,13,20,home,loss,87.0,SAN ANTONIO SPURS,98.0
SEATTLE SUPERSONICS,240,39,79,10,19,10,17,14,27,25,6,5,15,17,away,win,98.0,MEMPHIS GRIZZLIES,97.0
MEMPHIS GRIZZLIES,240,39,77,5,15,14,18,10,22,20,8,5,10,15,home,loss,97.0,SEATTLE SUPERSONICS,98.0
PHOENIX SUNS,240,42,85,11,28,15,19,8,21,31,9,4,14,22,away,loss,110.0,MILWAUKEE BUCKS,132.0
MILWAUKEE BUCKS,240,52,86,18,32,10,15,10,35,36,8,3,17,17,home,win,132.0,PHOENIX SUNS,110.0
WASHINGTON WIZARDS,240,35,81,4,14,23,25,11,31,14,9,7,15,23,away,win,97.0,SACRAMENTO KINGS,84.0
SACRAMENTO KINGS,240,33,76,4,17,14,23,12,27,16,10,7,17,21,home,loss,84.0,WASHINGTON WIZARDS,97.0
