team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,location,outcome,game_score,opponent,opponent_score
CHICAGO BULLS,240,34,71,4,14,23,35,12,32,16,4,4,15,26,away,win,95.0,ATLANTA HAWKS,90.0
ATLANTA HAWKS,240,33,79,4,11,20,33,13,29,19,7,5,9,26,home,loss,90.0,CHICAGO BULLS,95.0
NEW YORK KNICKS,240,39,78,4,16,27,38,13,34,20,3,7,14,32,away,loss,109.0,CHARLOTTE BOBCATS,116.0
CHARLOTTE BOBCATS,240,40,85,11,21,25,43,15,29,28,9,8,9,30,home,win,116.0,NEW YORK KNICKS,109.0
LOS ANGELES CLIPPERS,240,39,77,6,13,22,29,6,34,21,7,10,13,28,away,win,106.0,MILWAUKEE BUCKS,98.0
MILWAUKEE BUCKS,240,32,76,4,13,30,35,7,31,18,5,4,14,21,home,loss,98.0,LOS ANGELES CLIPPERS,106.0
GOLDEN STATE WARRIORS,240,37,79,10,23,8,9,7,19,23,6,4,17,24,away,loss,92.0,ORLANDO MAGIC,103.0
ORLANDO MAGIC,240,41,70,3,7,18,26,6,31,24,9,4,18,21,home,win,103.0,GOLDEN STATE WARRIORS,92.0
MINNESOTA TIMBERWOLVES,240,41,87,4,11,16,17,17,21,13,8,3,14,24,away,loss,102.0,PHOENIX SUNS,110.0
PHOENIX SUNS,240,42,79,11,19,15,20,12,24,16,4,4,16,18,home,win,110.0,MINNESOTA TIMBERWOLVES,102.0
DALLAS MAVERICKS,240,34,71,6,14,16,25,6,31,17,8,7,12,28,away,win,90.0,UTAH JAZZ,87.0
UTAH JAZZ,240,32,71,3,8,20,29,10,29,15,4,9,12,21,home,loss,87.0,DALLAS MAVERICKS,90.0
DETROIT PISTONS,240,35,72,5,19,17,20,9,29,18,4,2,16,22,away,loss,92.0,WASHINGTON WIZARDS,110.0
WASHINGTON WIZARDS,240,41,74,12,24,16,25,6,24,20,8,3,11,16,home,win,110.0,DETROIT PISTONS,92.0
