team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,location,outcome,game_score,opponent,opponent_score
NEW JERSEY NETS,240,26,75,2,15,37,42,20,31,7,5,1,13,22,away,win,91.0,ATLANTA HAWKS,88.0
ATLANTA HAWKS,240,35,74,3,15,15,22,9,28,23,4,7,13,31,home,loss,88.0,NEW JERSEY NETS,91.0
CHICAGO BULLS,240,42,89,6,18,23,32,14,32,30,6,6,12,30,away,win,113.0,CHARLOTTE BOBCATS,107.0
CHARLOTTE BOBCATS,240,38,85,4,20,27,38,7,33,22,6,5,10,27,home,loss,107.0,CHICAGO BULLS,113.0
MINNESOTA TIMBERWOLVES,240,39,80,5,10,11,17,7,31,29,5,11,15,30,away,loss,94.0,DENVER NUGGETS,106.0
DENVER NUGGETS,240,36,88,5,12,29,40,19,32,22,7,6,10,20,home,win,106.0,MINNESOTA TIMBERWOLVES,94.0
MILWAUKEE BUCKS,240,41,79,11,19,12,17,10,26,24,4,3,12,25,away,loss,105.0,DETROIT PISTONS,112.0
DETROIT PISTONS,240,41,77,5,16,25,31,10,27,32,10,13,8,17,home,win,112.0,MILWAUKEE BUCKS,105.0
SACRAMENTO KINGS,240,35,71,6,15,20,26,6,33,21,10,6,16,15,away,win,96.0,GOLDEN STATE WARRIORS,93.0
GOLDEN STATE WARRIORS,240,39,82,9,28,6,13,5,31,26,10,6,14,21,home,loss,93.0,SACRAMENTO KINGS,96.0
WASHINGTON WIZARDS,240,39,86,9,28,16,21,11,26,23,8,4,10,21,away,loss,103.0,HOUSTON ROCKETS,105.0
HOUSTON ROCKETS,240,39,70,6,13,21,29,5,33,20,3,3,17,20,home,win,105.0,WASHINGTON WIZARDS,103.0
UTAH JAZZ,240,36,82,3,10,16,24,12,28,28,3,7,12,27,away,loss,91.0,LOS ANGELES CLIPPERS,106.0
LOS ANGELES CLIPPERS,240,36,65,6,10,28,37,1,29,24,6,5,9,26,home,win,106.0,UTAH JAZZ,91.0
MEMPHIS GRIZZLIES,240,36,73,9,28,21,25,5,17,18,5,3,8,21,away,loss,102.0,NEW ORLEANS/OKLAHOMA CITY HORNETS,107.0
NEW ORLEANS/OKLAHOMA CITY HORNETS,240,38,64,4,8,27,31,11,22,18,4,3,14,26,home,win,107.0,MEMPHIS GRIZZLIES,102.0
PHILADELPHIA 76ERS,240,40,72,3,12,34,41,7,26,21,10,2,11,33,away,win,117.0,NEW YORK KNICKS,112.0
NEW YORK KNICKS,240,36,68,2,15,38,50,12,24,16,5,1,15,27,home,loss,112.0,PHILADELPHIA 76ERS,117.0
DALLAS MAVERICKS,240,36,81,6,26,21,25,8,25,17,8,5,12,23,away,loss,99.0,ORLANDO MAGIC,108.0
ORLANDO MAGIC,240,39,70,5,12,25,30,3,31,13,7,6,14,23,home,win,108.0,DALLAS MAVERICKS,99.0
LOS ANGELES LAKERS,240,40,86,8,19,18,26,16,30,26,10,8,14,16,away,win,106.0,SEATTLE SUPERSONICS,93.0
SEATTLE SUPERSONICS,240,35,92,9,23,14,14,18,30,21,8,2,20,25,home,loss,93.0,LOS ANGELES LAKERS,106.0
PHOENIX SUNS,240,51,88,15,27,23,27,8,24,37,10,3,8,20,away,win,140.0,TORONTO RAPTORS,126.0
TORONTO RAPTORS,240,45,91,11,22,25,30,18,28,17,4,0,16,25,home,loss,126.0,PHOENIX SUNS,140.0
