team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,location,outcome,game_score,opponent,opponent_score
CHICAGO BULLS,240,31,69,3,11,7,19,7,28,22,2,4,18,16,away,loss,72.0,CLEVELAND CAVALIERS,91.0
CLEVELAND CAVALIERS,240,37,82,6,17,11,13,11,31,26,10,5,13,13,home,win,91.0,CHICAGO BULLS,72.0
PHOENIX SUNS,240,45,83,10,22,15,17,8,30,27,7,4,12,15,away,win,115.0,DALLAS MAVERICKS,107.0
DALLAS MAVERICKS,240,45,86,4,14,13,15,10,27,19,7,4,12,16,home,loss,107.0,PHOENIX SUNS,115.0
PORTLAND TRAIL BLAZERS,240,31,74,9,18,13,20,10,27,15,8,5,16,28,away,loss,84.0,HOUSTON ROCKETS,102.0
HOUSTON ROCKETS,240,37,82,5,15,23,27,17,30,23,11,5,13,20,home,win,102.0,PORTLAND TRAIL BLAZERS,84.0
MEMPHIS GRIZZLIES,240,42,74,7,13,11,14,6,32,25,10,3,14,22,away,win,102.0,LOS ANGELES CLIPPERS,86.0
LOS ANGELES CLIPPERS,240,32,76,5,14,17,26,13,19,22,10,3,13,17,home,loss,86.0,MEMPHIS GRIZZLIES,102.0
GOLDEN STATE WARRIORS,240,35,79,9,23,11,15,7,28,16,5,7,17,26,away,loss,90.0,MINNESOTA TIMBERWOLVES,103.0
MINNESOTA TIMBERWOLVES,240,44,97,2,11,13,18,19,33,26,5,3,18,23,home,win,103.0,GOLDEN STATE WARRIORS,90.0
INDIANA PACERS,240,38,80,6,20,12,16,7,32,24,9,4,17,22,away,win,94.0,PHILADELPHIA 76ERS,93.0
PHILADELPHIA 76ERS,240,34,74,5,11,20,30,8,27,19,11,2,12,14,home,loss,93.0,INDIANA PACERS,94.0
UTAH JAZZ,240,28,72,2,10,23,36,16,24,18,7,6,23,20,away,loss,81.0,SEATTLE SUPERSONICS,113.0
SEATTLE SUPERSONICS,240,47,82,8,18,11,16,9,29,28,17,7,16,24,home,win,113.0,UTAH JAZZ,81.0
BOSTON CELTICS,240,41,74,4,11,19,21,7,25,22,6,1,14,32,away,loss,105.0,TORONTO RAPTORS,111.0
TORONTO RAPTORS,240,34,63,11,24,32,39,7,21,21,6,5,13,23,home,win,111.0,BOSTON CELTICS,105.0
SACRAMENTO KINGS,240,41,80,5,16,20,33,14,23,23,7,5,16,28,away,loss,107.0,WASHINGTON WIZARDS,117.0
WASHINGTON WIZARDS,240,40,83,8,19,29,35,14,29,22,7,1,11,25,home,win,117.0,SACRAMENTO KINGS,107.0
