team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,location,outcome,game_score,opponent,opponent_score
MIAMI HEAT,240,23,71,5,13,27,37,7,35,12,9,3,13,23,away,loss,78.0,BOSTON CELTICS,85.0
BOSTON CELTICS,240,27,75,4,15,27,32,10,41,10,10,6,16,24,home,win,85.0,MIAMI HEAT,78.0
PHILADELPHIA 76ERS,240,32,61,6,14,16,22,3,29,18,7,2,24,22,away,loss,86.0,CHARLOTTE BOBCATS,96.0
CHARLOTTE BOBCATS,240,37,83,6,16,16,19,14,25,21,14,5,15,19,home,win,96.0,PHILADELPHIA 76ERS,86.0
TORONTO RAPTORS,240,33,94,9,21,31,35,13,27,15,8,2,9,26,away,loss,106.0,CHICAGO BULLS,127.0
CHICAGO BULLS,240,49,90,7,20,22,29,14,43,31,3,2,15,28,home,win,127.0,TORONTO RAPTORS,106.0
ATLANTA HAWKS,240,34,80,6,19,25,32,7,27,19,9,7,9,29,away,loss,99.0,CLEVELAND CAVALIERS,100.0
CLEVELAND CAVALIERS,240,33,73,6,13,28,41,16,38,16,5,5,21,22,home,win,100.0,ATLANTA HAWKS,99.0
LOS ANGELES CLIPPERS,240,34,72,2,10,15,19,8,38,13,7,5,14,24,away,win,85.0,DALLAS MAVERICKS,71.0
DALLAS MAVERICKS,240,26,70,1,5,18,33,10,31,6,8,8,10,19,home,loss,71.0,LOS ANGELES CLIPPERS,85.0
WASHINGTON WIZARDS,240,37,91,6,25,16,22,15,29,18,8,2,12,13,away,win,96.0,DETROIT PISTONS,80.0
DETROIT PISTONS,240,31,77,5,19,13,22,7,34,19,9,9,14,20,home,loss,80.0,WASHINGTON WIZARDS,96.0
SAN ANTONIO SPURS,240,30,78,12,26,17,23,12,23,21,13,7,14,17,away,win,89.0,HOUSTON ROCKETS,87.0
HOUSTON ROCKETS,240,34,76,3,14,16,24,11,31,17,11,3,18,24,home,loss,87.0,SAN ANTONIO SPURS,89.0
ORLANDO MAGIC,240,32,88,3,8,16,22,17,20,8,10,4,8,26,away,loss,83.0,INDIANA PACERS,89.0
INDIANA PACERS,240,31,71,5,16,22,30,20,34,13,4,11,17,24,home,win,89.0,ORLANDO MAGIC,83.0
NEW ORLEANS/OKLAHOMA CITY HORNETS,240,40,84,4,10,11,16,9,30,23,3,0,15,19,away,loss,95.0,LOS ANGELES LAKERS,115.0
LOS ANGELES LAKERS,240,45,87,11,27,14,16,8,30,22,8,4,10,17,home,win,115.0,NEW ORLEANS/OKLAHOMA CITY HORNETS,95.0
MEMPHIS GRIZZLIES,290,41,92,12,20,8,11,12,43,28,8,9,19,20,away,win,102.0,MINNESOTA TIMBERWOLVES,92.0
MINNESOTA TIMBERWOLVES,290,34,97,6,25,18,23,11,34,23,11,5,16,18,home,loss,92.0,MEMPHIS GRIZZLIES,102.0
NEW YORK KNICKS,240,33,62,3,15,21,28,9,28,24,4,7,18,16,away,win,90.0,NEW JERSEY NETS,83.0
NEW JERSEY NETS,240,32,81,8,24,11,14,15,21,24,9,1,11,23,home,loss,83.0,NEW YORK KNICKS,90.0
PHOENIX SUNS,240,44,95,13,28,5,8,19,35,32,7,2,20,24,away,win,106.0,PORTLAND TRAIL BLAZERS,96.0
PORTLAND TRAIL BLAZERS,240,33,76,4,18,26,33,9,30,18,11,3,15,18,home,loss,96.0,PHOENIX SUNS,106.0
DENVER NUGGETS,240,39,88,8,25,12,17,10,35,25,12,4,25,24,away,loss,98.0,SEATTLE SUPERSONICS,109.0
SEATTLE SUPERSONICS,240,36,79,12,26,25,27,3,27,23,13,7,16,17,home,win,109.0,DENVER NUGGETS,98.0
GOLDEN STATE WARRIORS,240,36,90,6,21,24,33,22,23,16,8,5,12,25,away,loss,102.0,UTAH JAZZ,105.0
UTAH JAZZ,240,42,77,6,12,15,26,10,34,32,5,9,14,26,home,win,105.0,GOLDEN STATE WARRIORS,102.0
