team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,location,outcome,game_score,opponent,opponent_score
PHOENIX SUNS,240,42,85,9,24,17,24,13,38,29,9,5,17,21,away,win,110.0,CHARLOTTE BOBCATS,100.0
CHARLOTTE BOBCATS,240,37,81,10,20,16,23,6,27,24,7,4,14,22,home,loss,100.0,PHOENIX SUNS,110.0
GOLDEN STATE WARRIORS,240,40,85,9,19,22,26,15,28,19,6,9,14,25,away,win,111.0,DALLAS MAVERICKS,109.0
DALLAS MAVERICKS,240,40,81,6,9,23,29,12,25,20,10,7,9,21,home,loss,109.0,GOLDEN STATE WARRIORS,111.0
TORONTO RAPTORS,240,38,80,4,16,19,27,13,31,17,9,2,12,23,away,win,99.0,INDIANA PACERS,97.0
INDIANA PACERS,240,34,80,6,21,23,30,14,29,17,5,2,15,22,home,loss,97.0,TORONTO RAPTORS,99.0
NEW YORK KNICKS,240,39,85,4,16,26,35,16,35,24,7,3,16,35,away,loss,108.0,MILWAUKEE BUCKS,113.0
MILWAUKEE BUCKS,240,37,83,6,18,33,46,17,24,24,8,2,12,29,home,win,113.0,NEW YORK KNICKS,108.0
ATLANTA HAWKS,240,31,70,10,20,19,24,11,24,16,4,0,16,28,away,loss,91.0,NEW JERSEY NETS,99.0
NEW JERSEY NETS,240,32,63,11,22,24,30,4,27,24,5,5,12,22,home,win,99.0,ATLANTA HAWKS,91.0
MINNESOTA TIMBERWOLVES,240,32,70,5,21,18,26,6,19,18,8,8,19,22,away,loss,87.0,ORLANDO MAGIC,107.0
ORLANDO MAGIC,240,41,82,3,10,22,26,12,30,19,11,3,14,27,home,win,107.0,MINNESOTA TIMBERWOLVES,87.0
MEMPHIS GRIZZLIES,240,34,70,9,21,16,24,11,26,22,6,5,15,22,away,win,93.0,PORTLAND TRAIL BLAZERS,90.0
PORTLAND TRAIL BLAZERS,240,35,74,5,14,15,20,10,26,20,7,2,10,23,home,loss,90.0,MEMPHIS GRIZZLIES,93.0
BOSTON CELTICS,240,45,87,11,29,11,17,6,33,27,9,8,22,28,away,loss,112.0,SACRAMENTO KINGS,116.0
SACRAMENTO KINGS,240,41,85,5,13,29,35,13,27,27,8,2,21,20,home,win,116.0,BOSTON CELTICS,112.0
MIAMI HEAT,240,45,82,6,18,32,44,13,39,26,4,3,14,32,away,win,128.0,WASHINGTON WIZARDS,113.0
WASHINGTON WIZARDS,240,35,92,6,16,37,45,16,26,17,6,3,10,33,home,loss,113.0,MIAMI HEAT,128.0
