team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,location,outcome,game_score,opponent,opponent_score
NEW JERSEY NETS,265,37,87,5,20,23,28,13,25,28,11,4,7,24,away,loss,102.0,ATLANTA HAWKS,104.0
ATLANTA HAWKS,265,38,80,6,13,22,30,15,33,24,3,7,15,22,home,win,104.0,NEW JERSEY NETS,102.0
DETROIT PISTONS,240,33,87,6,18,12,12,10,29,25,9,2,7,16,away,win,84.0,CLEVELAND CAVALIERS,72.0
CLEVELAND CAVALIERS,240,27,70,2,13,16,23,9,33,15,4,4,13,13,home,loss,72.0,DETROIT PISTONS,84.0
PHILADELPHIA 76ERS,240,33,66,3,11,23,30,4,24,19,7,4,13,22,away,loss,92.0,DALLAS MAVERICKS,104.0
DALLAS MAVERICKS,240,36,79,9,17,23,27,14,31,23,8,1,12,23,home,win,104.0,PHILADELPHIA 76ERS,92.0
MILWAUKEE BUCKS,240,42,82,9,18,17,26,13,32,26,6,2,11,20,away,win,110.0,DENVER NUGGETS,89.0
DENVER NUGGETS,240,35,73,1,11,18,29,8,27,23,6,6,13,26,home,loss,89.0,MILWAUKEE BUCKS,110.0
UTAH JAZZ,265,41,87,9,13,26,42,19,38,33,6,1,20,42,away,win,117.0,GOLDEN STATE WARRIORS,108.0
GOLDEN STATE WARRIORS,265,39,88,5,22,25,41,15,26,20,6,9,16,31,home,loss,108.0,UTAH JAZZ,117.0
PHOENIX SUNS,240,41,84,13,32,16,19,7,37,28,7,2,12,17,away,win,111.0,HOUSTON ROCKETS,94.0
HOUSTON ROCKETS,240,38,91,5,22,13,16,16,30,22,6,2,14,21,home,loss,94.0,PHOENIX SUNS,111.0
CHARLOTTE BOBCATS,240,33,79,3,11,18,24,8,32,23,11,2,21,26,away,loss,87.0,LOS ANGELES CLIPPERS,95.0
LOS ANGELES CLIPPERS,240,37,77,4,12,17,22,5,34,30,8,5,23,25,home,win,95.0,CHARLOTTE BOBCATS,87.0
WASHINGTON WIZARDS,240,34,74,10,20,20,25,8,16,19,8,3,14,20,away,loss,98.0,MEMPHIS GRIZZLIES,108.0
MEMPHIS GRIZZLIES,240,40,68,5,13,23,31,8,30,20,5,4,19,24,home,win,108.0,WASHINGTON WIZARDS,98.0
TORONTO RAPTORS,240,36,81,9,25,13,19,9,27,17,11,2,13,20,away,loss,94.0,MIAMI HEAT,101.0
MIAMI HEAT,240,44,73,3,13,10,25,8,31,23,11,4,17,20,home,win,101.0,TORONTO RAPTORS,94.0
PORTLAND TRAIL BLAZERS,240,34,72,6,13,17,21,4,30,17,4,4,15,23,away,loss,91.0,SACRAMENTO KINGS,115.0
SACRAMENTO KINGS,240,44,88,11,25,16,24,17,31,33,8,2,13,16,home,win,115.0,PORTLAND TRAIL BLAZERS,91.0
NEW YORK KNICKS,240,31,71,1,3,30,39,14,22,12,10,1,19,28,away,loss,93.0,SAN ANTONIO SPURS,121.0
SAN ANTONIO SPURS,240,45,72,11,23,20,30,8,28,31,8,9,14,33,home,win,121.0,NEW YORK KNICKS,93.0
