team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,location,outcome,game_score,opponent,opponent_score
SEATTLE SUPERSONICS,240,38,82,5,17,25,32,13,24,21,8,1,18,29,away,loss,106.0,CHARLOTTE BOBCATS,119.0
CHARLOTTE BOBCATS,240,47,83,8,15,17,26,11,23,29,12,6,17,30,home,win,119.0,SEATTLE SUPERSONICS,106.0
MILWAUKEE BUCKS,240,32,83,7,20,15,21,19,26,18,5,2,12,14,away,loss,86.0,CLEVELAND CAVALIERS,89.0
CLEVELAND CAVALIERS,240,37,75,5,18,10,13,9,32,29,4,7,14,19,home,win,89.0,MILWAUKEE BUCKS,86.0
DENVER NUGGETS,240,39,84,5,16,31,37,10,30,29,7,3,17,28,away,loss,114.0,GOLDEN STATE WARRIORS,122.0
GOLDEN STATE WARRIORS,240,43,88,10,21,26,35,14,33,26,9,9,15,25,home,win,122.0,DENVER NUGGETS,114.0
BOSTON CELTICS,240,30,73,6,18,32,39,9,27,13,3,1,13,27,away,loss,98.0,MIAMI HEAT,114.0
MIAMI HEAT,240,41,81,5,17,27,36,10,34,24,5,6,5,27,home,win,114.0,BOSTON CELTICS,98.0
NEW ORLEANS/OKLAHOMA CITY HORNETS,240,32,74,5,10,22,26,5,30,22,6,2,9,24,away,loss,91.0,NEW JERSEY NETS,99.0
NEW JERSEY NETS,240,36,74,5,23,22,26,4,35,32,4,2,8,21,home,win,99.0,NEW ORLEANS/OKLAHOMA CITY HORNETS,91.0
HOUSTON ROCKETS,240,32,76,6,16,17,23,4,31,27,16,2,13,25,away,win,87.0,PHILADELPHIA 76ERS,81.0
PHILADELPHIA 76ERS,240,24,72,1,12,32,37,14,41,11,6,5,24,18,home,loss,81.0,HOUSTON ROCKETS,87.0
MINNESOTA TIMBERWOLVES,240,41,72,4,7,17,20,8,31,20,9,5,24,25,away,win,103.0,PHOENIX SUNS,101.0
PHOENIX SUNS,240,34,77,6,16,27,30,9,22,16,12,3,17,20,home,loss,101.0,MINNESOTA TIMBERWOLVES,103.0
CHICAGO BULLS,265,36,86,7,18,28,33,12,25,20,7,5,13,34,away,loss,107.0,UTAH JAZZ,109.0
UTAH JAZZ,265,34,81,7,15,34,48,15,36,20,7,7,17,29,home,win,109.0,CHICAGO BULLS,107.0
ORLANDO MAGIC,240,32,68,3,10,15,21,7,31,21,0,3,18,22,away,loss,82.0,WASHINGTON WIZARDS,94.0
WASHINGTON WIZARDS,240,33,79,4,11,24,29,11,29,12,13,4,6,15,home,win,94.0,ORLANDO MAGIC,82.0
