team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,location,outcome,game_score,opponent,opponent_score
ORLANDO MAGIC,240,26,63,7,17,17,26,4,36,20,3,4,18,18,away,loss,76.0,CHICAGO BULLS,85.0
CHICAGO BULLS,240,34,79,6,23,11,21,10,27,28,13,1,10,23,home,win,85.0,ORLANDO MAGIC,76.0
ATLANTA HAWKS,240,30,76,3,12,22,34,10,28,17,13,5,15,25,away,loss,85.0,HOUSTON ROCKETS,100.0
HOUSTON ROCKETS,240,35,78,5,16,25,31,9,37,16,6,3,18,25,home,win,100.0,ATLANTA HAWKS,85.0
DALLAS MAVERICKS,265,42,88,6,13,21,27,11,26,17,5,6,10,29,away,loss,111.0,MILWAUKEE BUCKS,113.0
MILWAUKEE BUCKS,265,40,82,6,11,27,35,14,32,21,6,5,15,22,home,win,113.0,DALLAS MAVERICKS,111.0
LOS ANGELES CLIPPERS,240,40,83,3,7,10,17,10,40,22,6,8,12,22,away,win,93.0,MINNESOTA TIMBERWOLVES,84.0
MINNESOTA TIMBERWOLVES,240,31,79,4,12,18,26,9,36,20,7,4,10,18,home,loss,84.0,LOS ANGELES CLIPPERS,93.0
PORTLAND TRAIL BLAZERS,240,32,72,3,8,16,26,4,26,16,5,10,14,20,away,loss,83.0,PHILADELPHIA 76ERS,107.0
PHILADELPHIA 76ERS,240,42,94,4,12,19,23,21,39,17,5,3,12,21,home,win,107.0,PORTLAND TRAIL BLAZERS,83.0
CHARLOTTE BOBCATS,240,39,96,5,17,9,13,16,30,21,12,4,16,24,away,loss,92.0,SACRAMENTO KINGS,110.0
SACRAMENTO KINGS,240,40,80,10,14,20,23,8,34,29,6,3,18,18,home,win,110.0,CHARLOTTE BOBCATS,92.0
LOS ANGELES LAKERS,240,33,94,5,14,13,18,17,29,14,9,5,10,26,away,loss,84.0,SAN ANTONIO SPURS,90.0
SAN ANTONIO SPURS,240,36,76,4,10,14,25,11,40,15,3,5,16,18,home,win,90.0,LOS ANGELES LAKERS,84.0
INDIANA PACERS,240,30,74,9,18,15,22,11,37,14,10,10,17,19,away,win,84.0,UTAH JAZZ,60.0
UTAH JAZZ,240,23,69,3,8,11,19,8,30,15,4,9,20,20,home,loss,60.0,INDIANA PACERS,84.0
