team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,location,outcome,game_score,opponent,opponent_score
UTAH JAZZ,240,36,84,4,10,13,20,20,25,30,9,2,20,31,away,loss,89.0,BOSTON CELTICS,101.0
BOSTON CELTICS,240,32,65,0,10,37,45,7,25,17,11,11,16,23,home,win,101.0,UTAH JAZZ,89.0
WASHINGTON WIZARDS,240,45,84,3,11,23,33,13,32,25,10,4,21,32,away,win,116.0,DENVER NUGGETS,110.0
DENVER NUGGETS,240,42,84,5,15,21,38,11,25,24,15,4,17,27,home,loss,110.0,WASHINGTON WIZARDS,116.0
TORONTO RAPTORS,240,33,68,9,21,19,23,3,30,23,8,3,13,23,away,win,94.0,HOUSTON ROCKETS,81.0
HOUSTON ROCKETS,240,32,76,5,21,12,17,9,28,20,3,5,14,18,home,loss,81.0,TORONTO RAPTORS,94.0
LOS ANGELES CLIPPERS,240,33,89,0,3,9,18,17,26,11,11,2,11,16,away,loss,75.0,INDIANA PACERS,97.0
INDIANA PACERS,240,39,76,9,23,10,13,11,41,23,6,9,21,18,home,win,97.0,LOS ANGELES CLIPPERS,75.0
PORTLAND TRAIL BLAZERS,240,27,63,2,12,23,32,18,23,15,7,10,15,27,away,loss,79.0,MEMPHIS GRIZZLIES,89.0
MEMPHIS GRIZZLIES,240,34,82,6,13,15,19,19,19,20,8,7,10,24,home,win,89.0,PORTLAND TRAIL BLAZERS,79.0
NEW ORLEANS/OKLAHOMA CITY HORNETS,240,27,83,3,8,12,20,10,27,12,8,4,9,20,away,loss,69.0,MINNESOTA TIMBERWOLVES,88.0
MINNESOTA TIMBERWOLVES,240,35,74,3,8,15,24,9,38,24,8,9,13,23,home,win,88.0,NEW ORLEANS/OKLAHOMA CITY HORNETS,69.0
SAN ANTONIO SPURS,240,42,75,9,18,16,24,5,30,25,5,1,14,31,away,win,109.0,NEW YORK KNICKS,96.0
NEW YORK KNICKS,240,30,66,1,7,35,49,6,29,18,7,7,13,19,home,loss,96.0,SAN ANTONIO SPURS,109.0
NEW JERSEY NETS,240,34,76,5,17,23,27,10,28,20,8,5,11,27,away,win,96.0,ORLANDO MAGIC,85.0
ORLANDO MAGIC,240,32,68,2,13,19,29,9,30,10,6,3,17,19,home,loss,85.0,NEW JERSEY NETS,96.0
GOLDEN STATE WARRIORS,240,37,82,8,23,18,23,10,29,21,4,5,15,23,away,loss,100.0,PHILADELPHIA 76ERS,111.0
PHILADELPHIA 76ERS,240,42,84,6,15,21,28,14,33,19,9,3,12,19,home,win,111.0,GOLDEN STATE WARRIORS,100.0
