team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,location,outcome,game_score,opponent,opponent_score
SACRAMENTO KINGS,240,31,79,7,20,28,33,13,20,16,8,3,10,19,away,loss,97.0,ATLANTA HAWKS,119.0
ATLANTA HAWKS,240,48,86,8,22,15,20,16,33,27,4,3,19,22,home,win,119.0,SACRAMENTO KINGS,97.0
BOSTON CELTICS,240,43,87,11,20,24,27,13,29,21,3,4,13,26,away,loss,121.0,CHICAGO BULLS,127.0
CHICAGO BULLS,240,44,83,6,16,33,41,7,30,25,5,6,9,21,home,win,127.0,BOSTON CELTICS,121.0
ORLANDO MAGIC,240,36,79,10,28,11,13,9,31,23,9,6,16,15,away,loss,93.0,CLEVELAND CAVALIERS,97.0
CLEVELAND CAVALIERS,240,39,84,7,22,12,16,11,32,20,10,3,13,11,home,win,97.0,ORLANDO MAGIC,93.0
DETROIT PISTONS,240,39,92,5,11,18,19,17,26,20,7,0,6,21,away,loss,101.0,DALLAS MAVERICKS,103.0
DALLAS MAVERICKS,240,38,67,6,13,21,27,4,29,23,3,4,10,18,home,win,103.0,DETROIT PISTONS,101.0
LOS ANGELES CLIPPERS,240,40,97,8,21,32,36,20,29,23,3,4,14,28,away,loss,120.0,GOLDEN STATE WARRIORS,127.0
GOLDEN STATE WARRIORS,240,45,84,7,14,30,37,9,36,27,5,10,13,26,home,win,127.0,LOS ANGELES CLIPPERS,120.0
PHILADELPHIA 76ERS,240,38,86,5,20,13,18,14,24,22,7,5,9,15,away,win,94.0,LOS ANGELES LAKERS,93.0
LOS ANGELES LAKERS,240,37,74,7,18,12,15,10,33,28,5,5,18,19,home,loss,93.0,PHILADELPHIA 76ERS,94.0
MINNESOTA TIMBERWOLVES,240,34,73,5,14,13,21,5,36,13,1,3,12,20,away,loss,86.0,SAN ANTONIO SPURS,93.0
SAN ANTONIO SPURS,240,34,80,5,21,20,25,11,33,21,8,3,5,21,home,win,93.0,MINNESOTA TIMBERWOLVES,86.0
WASHINGTON WIZARDS,240,31,87,3,10,23,29,17,32,12,12,3,18,23,away,loss,88.0,UTAH JAZZ,103.0
UTAH JAZZ,240,41,81,2,9,19,25,10,34,25,11,5,19,24,home,win,103.0,WASHINGTON WIZARDS,88.0
