team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,location,outcome,game_score,opponent,opponent_score
TORONTO RAPTORS,240,35,81,4,9,18,22,7,25,30,1,7,12,15,away,loss,92.0,ATLANTA HAWKS,110.0
ATLANTA HAWKS,240,44,81,12,20,10,13,7,34,34,5,6,14,23,home,win,110.0,TORONTO RAPTORS,92.0
MILWAUKEE BUCKS,240,31,78,6,15,21,28,12,32,17,8,2,22,24,away,loss,89.0,BOSTON CELTICS,101.0
BOSTON CELTICS,240,38,79,4,17,21,27,9,34,28,13,11,18,26,home,win,101.0,MILWAUKEE BUCKS,89.0
NEW ORLEANS HORNETS,240,32,76,11,28,14,19,11,26,21,9,5,17,27,away,loss,89.0,CHARLOTTE BOBCATS,92.0
CHARLOTTE BOBCATS,240,28,67,7,18,29,31,10,27,15,10,2,14,22,home,win,92.0,NEW ORLEANS HORNETS,89.0
PHOENIX SUNS,240,28,69,4,10,23,29,5,28,17,5,4,18,19,away,loss,83.0,CHICAGO BULLS,100.0
CHICAGO BULLS,240,40,77,6,16,14,24,10,37,22,15,5,12,26,home,win,100.0,PHOENIX SUNS,83.0
INDIANA PACERS,240,43,90,10,25,11,11,19,25,28,7,4,24,25,away,loss,107.0,CLEVELAND CAVALIERS,111.0
CLEVELAND CAVALIERS,240,40,77,7,20,24,28,7,23,22,9,10,15,19,home,win,111.0,INDIANA PACERS,107.0
DALLAS MAVERICKS,240,39,96,13,35,14,16,17,33,24,6,8,17,29,away,loss,105.0,DENVER NUGGETS,108.0
DENVER NUGGETS,240,34,88,3,12,37,40,14,31,19,10,5,11,17,home,win,108.0,DALLAS MAVERICKS,105.0
MEMPHIS GRIZZLIES,240,41,89,5,17,22,30,17,38,20,3,4,13,31,away,win,109.0,GOLDEN STATE WARRIORS,104.0
GOLDEN STATE WARRIORS,240,36,84,2,12,30,43,13,28,18,7,10,12,24,home,loss,104.0,MEMPHIS GRIZZLIES,109.0
HOUSTON ROCKETS,240,34,79,6,16,18,21,12,34,18,4,6,13,16,away,win,92.0,LOS ANGELES CLIPPERS,83.0
LOS ANGELES CLIPPERS,240,36,83,3,11,8,14,11,29,17,8,6,11,18,home,loss,83.0,HOUSTON ROCKETS,92.0
DETROIT PISTONS,240,28,75,10,25,30,39,12,32,22,4,4,9,25,away,loss,96.0,NEW JERSEY NETS,103.0
NEW JERSEY NETS,240,35,82,3,13,30,36,14,36,17,5,3,6,32,home,win,103.0,DETROIT PISTONS,96.0
MINNESOTA TIMBERWOLVES,240,36,84,8,23,29,33,14,24,24,6,1,8,23,away,loss,109.0,SACRAMENTO KINGS,121.0
SACRAMENTO KINGS,240,46,84,7,18,22,23,10,30,19,3,5,10,28,home,win,121.0,MINNESOTA TIMBERWOLVES,109.0
MIAMI HEAT,240,36,77,7,16,20,22,7,38,23,11,4,8,12,away,win,99.0,SAN ANTONIO SPURS,83.0
SAN ANTONIO SPURS,240,32,85,11,35,8,13,12,32,22,2,4,14,19,home,loss,83.0,MIAMI HEAT,99.0
OKLAHOMA CITY THUNDER,240,35,81,5,8,22,30,10,26,15,10,5,14,29,away,loss,97.0,UTAH JAZZ,104.0
UTAH JAZZ,240,36,72,6,13,26,36,11,34,31,7,6,19,20,home,win,104.0,OKLAHOMA CITY THUNDER,97.0
NEW YORK KNICKS,240,46,90,13,32,9,19,4,32,36,7,0,10,21,away,win,114.0,WASHINGTON WIZARDS,108.0
WASHINGTON WIZARDS,240,46,89,5,16,11,19,9,41,27,3,7,12,16,home,loss,108.0,NEW YORK KNICKS,114.0
