team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,location,outcome,game_score,opponent,opponent_score
LOS ANGELES LAKERS,240,28,80,4,20,16,23,15,35,14,7,7,14,15,away,loss,76.0,ATLANTA HAWKS,86.0
ATLANTA HAWKS,240,33,84,10,19,10,13,13,32,20,7,3,14,22,home,win,86.0,LOS ANGELES LAKERS,76.0
OKLAHOMA CITY THUNDER,240,30,83,1,5,23,28,11,25,18,6,8,11,18,away,loss,84.0,BOSTON CELTICS,103.0
BOSTON CELTICS,240,39,83,8,23,17,24,15,33,29,7,5,12,22,home,win,103.0,OKLAHOMA CITY THUNDER,84.0
DALLAS MAVERICKS,240,29,80,5,17,11,17,9,34,23,3,8,13,16,away,loss,74.0,CLEVELAND CAVALIERS,102.0
CLEVELAND CAVALIERS,240,40,94,7,21,15,19,12,41,28,8,6,4,14,home,win,102.0,DALLAS MAVERICKS,74.0
PHILADELPHIA 76ERS,240,37,80,3,12,20,23,14,20,19,7,1,8,20,away,loss,97.0,DETROIT PISTONS,101.0
DETROIT PISTONS,240,38,72,4,10,21,31,11,24,24,5,2,11,17,home,win,101.0,PHILADELPHIA 76ERS,97.0
WASHINGTON WIZARDS,240,36,84,7,15,36,45,14,30,10,8,4,8,14,away,loss,115.0,INDIANA PACERS,124.0
INDIANA PACERS,240,49,95,9,20,17,21,15,36,26,4,3,9,27,home,win,124.0,WASHINGTON WIZARDS,115.0
NEW JERSEY NETS,240,35,77,7,23,22,28,8,31,14,7,3,12,22,away,loss,99.0,MINNESOTA TIMBERWOLVES,108.0
MINNESOTA TIMBERWOLVES,240,37,72,10,20,24,32,6,30,26,7,3,12,23,home,win,108.0,NEW JERSEY NETS,99.0
SAN ANTONIO SPURS,240,31,77,7,29,17,21,10,33,20,5,2,9,24,away,loss,86.0,NEW ORLEANS HORNETS,90.0
NEW ORLEANS HORNETS,240,27,72,4,13,32,33,10,34,13,6,4,9,17,home,win,90.0,SAN ANTONIO SPURS,86.0
PHOENIX SUNS,240,46,93,10,26,16,28,17,28,26,9,5,16,21,away,loss,118.0,SACRAMENTO KINGS,126.0
SACRAMENTO KINGS,240,49,95,7,22,21,27,16,31,25,11,8,12,24,home,win,126.0,PHOENIX SUNS,118.0
CHICAGO BULLS,265,52,94,6,13,19,23,9,23,26,10,7,12,23,away,loss,129.0,TORONTO RAPTORS,134.0
TORONTO RAPTORS,265,50,92,6,13,28,32,13,29,31,7,2,17,16,home,win,134.0,CHICAGO BULLS,129.0
