team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,location,outcome,game_score,opponent,opponent_score
OKLAHOMA CITY THUNDER,265,40,98,1,10,28,34,22,37,25,11,4,17,21,away,win,109.0,CHICAGO BULLS,98.0
CHICAGO BULLS,265,40,92,5,14,13,18,11,26,16,9,10,16,28,home,loss,98.0,OKLAHOMA CITY THUNDER,109.0
NEW YORK KNICKS,240,29,82,8,29,10,13,6,32,14,6,6,11,18,away,loss,76.0,HOUSTON ROCKETS,96.0
HOUSTON ROCKETS,240,36,85,9,28,15,18,13,47,20,7,6,10,9,home,win,96.0,NEW YORK KNICKS,76.0
MILWAUKEE BUCKS,240,40,76,6,15,18,22,6,30,21,3,5,12,25,away,loss,104.0,MINNESOTA TIMBERWOLVES,106.0
MINNESOTA TIMBERWOLVES,240,35,79,13,22,23,30,11,27,23,3,1,14,21,home,win,106.0,MILWAUKEE BUCKS,104.0
GOLDEN STATE WARRIORS,240,38,75,6,16,18,22,9,23,24,5,2,17,24,away,loss,100.0,PORTLAND TRAIL BLAZERS,113.0
PORTLAND TRAIL BLAZERS,240,41,85,5,17,26,31,17,22,24,11,6,12,16,home,win,113.0,GOLDEN STATE WARRIORS,100.0
DETROIT PISTONS,240,28,78,2,11,24,30,13,24,15,3,4,9,22,away,loss,82.0,UTAH JAZZ,99.0
UTAH JAZZ,240,38,71,5,11,18,24,5,32,29,4,4,9,28,home,win,99.0,DETROIT PISTONS,82.0
CHARLOTTE BOBCATS,240,35,69,9,20,13,16,8,20,26,5,3,15,25,away,win,92.0,WASHINGTON WIZARDS,89.0
WASHINGTON WIZARDS,240,34,65,1,3,20,28,9,23,17,5,2,15,20,home,loss,89.0,CHARLOTTE BOBCATS,92.0
