team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,location,outcome,game_score,opponent,opponent_score
DENVER NUGGETS,240,39,80,5,14,11,13,12,31,20,15,4,18,21,away,win,94.0,BOSTON CELTICS,85.0
BOSTON CELTICS,240,29,73,10,25,17,21,12,25,22,13,6,17,16,home,loss,85.0,DENVER NUGGETS,94.0
UTAH JAZZ,240,36,82,5,12,19,24,18,23,17,9,8,19,30,away,loss,96.0,CHARLOTTE BOBCATS,104.0
CHARLOTTE BOBCATS,240,34,73,5,12,31,38,17,22,16,10,7,15,26,home,win,104.0,UTAH JAZZ,96.0
ORLANDO MAGIC,240,33,85,9,25,27,37,15,32,12,9,7,13,21,away,win,102.0,DALLAS MAVERICKS,100.0
DALLAS MAVERICKS,240,38,87,5,16,19,23,16,38,17,11,5,16,22,home,loss,100.0,ORLANDO MAGIC,102.0
PHILADELPHIA 76ERS,240,35,95,2,8,22,31,20,34,10,8,10,10,15,away,win,94.0,INDIANA PACERS,92.0
INDIANA PACERS,240,37,84,8,24,10,17,11,38,22,4,10,18,28,home,loss,92.0,PHILADELPHIA 76ERS,94.0
DETROIT PISTONS,240,35,69,7,16,29,34,7,35,23,6,4,18,21,away,win,106.0,LOS ANGELES LAKERS,95.0
LOS ANGELES LAKERS,240,40,95,4,19,11,16,16,27,24,8,5,11,30,home,loss,95.0,DETROIT PISTONS,106.0
MILWAUKEE BUCKS,265,35,91,3,13,28,32,23,39,17,4,5,19,22,away,win,101.0,MEMPHIS GRIZZLIES,96.0
MEMPHIS GRIZZLIES,265,34,86,5,19,23,24,8,28,14,12,5,12,29,home,loss,96.0,MILWAUKEE BUCKS,101.0
WASHINGTON WIZARDS,240,31,76,5,15,10,18,10,23,12,8,4,13,11,away,loss,77.0,MIAMI HEAT,97.0
MIAMI HEAT,240,40,85,7,24,10,15,18,34,19,8,5,14,15,home,win,97.0,WASHINGTON WIZARDS,77.0
ATLANTA HAWKS,240,38,80,15,27,17,23,9,25,19,4,6,12,27,away,loss,108.0,NEW JERSEY NETS,115.0
NEW JERSEY NETS,240,38,80,7,13,32,39,14,31,20,8,5,6,20,home,win,115.0,ATLANTA HAWKS,108.0
PORTLAND TRAIL BLAZERS,240,30,69,7,21,15,18,7,31,22,4,5,10,19,away,loss,82.0,NEW ORLEANS HORNETS,87.0
NEW ORLEANS HORNETS,240,30,71,7,22,20,24,11,29,14,5,4,9,17,home,win,87.0,PORTLAND TRAIL BLAZERS,82.0
OKLAHOMA CITY THUNDER,240,44,93,1,7,17,24,12,40,23,5,4,16,28,away,loss,106.0,NEW YORK KNICKS,116.0
NEW YORK KNICKS,240,40,89,7,27,29,40,11,37,23,8,2,14,22,home,win,116.0,OKLAHOMA CITY THUNDER,106.0
PHOENIX SUNS,265,36,78,5,15,20,34,15,33,22,11,4,22,25,away,win,97.0,SACRAMENTO KINGS,95.0
SACRAMENTO KINGS,265,34,80,4,17,23,30,9,31,17,8,8,19,23,home,loss,95.0,PHOENIX SUNS,97.0
HOUSTON ROCKETS,240,30,75,6,15,9,11,10,29,12,8,1,14,17,away,loss,75.0,SAN ANTONIO SPURS,77.0
SAN ANTONIO SPURS,240,30,67,7,16,10,14,5,31,15,5,2,13,14,home,win,77.0,HOUSTON ROCKETS,75.0
