team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,location,outcome,game_score,opponent,opponent_score
MEMPHIS GRIZZLIES,240,35,77,4,11,21,24,10,20,18,7,0,9,25,away,loss,95.0,ATLANTA HAWKS,105.0
ATLANTA HAWKS,240,40,71,10,24,15,19,6,27,33,5,4,13,22,home,win,105.0,MEMPHIS GRIZZLIES,95.0
INDIANA PACERS,240,40,91,7,22,9,13,9,22,24,6,1,10,23,away,loss,96.0,BOSTON CELTICS,114.0
BOSTON CELTICS,240,40,80,8,22,26,32,14,40,27,6,5,12,18,home,win,114.0,INDIANA PACERS,96.0
OKLAHOMA CITY THUNDER,240,36,66,7,11,18,28,5,23,24,6,8,18,26,away,loss,97.0,CHARLOTTE BOBCATS,103.0
CHARLOTTE BOBCATS,240,36,76,4,13,27,33,11,24,21,9,1,13,25,home,win,103.0,OKLAHOMA CITY THUNDER,97.0
NEW YORK KNICKS,240,32,83,10,34,8,10,13,26,16,8,3,26,23,away,loss,82.0,CLEVELAND CAVALIERS,118.0
CLEVELAND CAVALIERS,240,43,85,6,21,26,30,11,37,21,18,8,16,15,home,win,118.0,NEW YORK KNICKS,82.0
LOS ANGELES CLIPPERS,240,40,91,5,17,11,16,16,31,20,8,8,11,26,away,loss,96.0,HOUSTON ROCKETS,103.0
HOUSTON ROCKETS,240,31,76,10,23,31,39,11,36,22,4,4,13,16,home,win,103.0,LOS ANGELES CLIPPERS,96.0
CHICAGO BULLS,240,35,81,4,8,16,20,12,28,19,9,8,16,20,away,loss,90.0,MILWAUKEE BUCKS,97.0
MILWAUKEE BUCKS,240,39,83,3,12,16,21,12,31,27,10,5,15,19,home,win,97.0,CHICAGO BULLS,90.0
PHOENIX SUNS,240,37,78,7,19,10,13,10,20,20,6,3,13,23,away,loss,91.0,NEW ORLEANS HORNETS,104.0
NEW ORLEANS HORNETS,240,33,73,8,19,30,35,17,29,20,9,6,13,16,home,win,104.0,PHOENIX SUNS,91.0
MINNESOTA TIMBERWOLVES,240,36,87,2,9,15,19,16,26,15,9,3,12,20,away,loss,89.0,ORLANDO MAGIC,100.0
ORLANDO MAGIC,240,37,65,10,21,16,24,3,28,18,10,7,19,14,home,win,100.0,MINNESOTA TIMBERWOLVES,89.0
LOS ANGELES LAKERS,240,43,74,6,13,22,27,9,32,24,7,4,16,18,away,win,114.0,PHILADELPHIA 76ERS,102.0
PHILADELPHIA 76ERS,240,42,86,5,15,13,20,12,25,21,11,2,12,25,home,loss,102.0,LOS ANGELES LAKERS,114.0
MIAMI HEAT,240,36,81,4,15,17,21,14,31,20,11,11,18,22,away,win,93.0,UTAH JAZZ,89.0
UTAH JAZZ,240,29,73,4,15,27,32,11,27,20,8,5,17,19,home,loss,89.0,MIAMI HEAT,93.0
PORTLAND TRAIL BLAZERS,240,37,77,6,14,18,23,12,26,22,5,2,12,18,away,win,98.0,WASHINGTON WIZARDS,92.0
WASHINGTON WIZARDS,240,37,73,5,15,13,17,9,25,21,5,5,11,19,home,loss,92.0,PORTLAND TRAIL BLAZERS,98.0
