team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,location,outcome,game_score,opponent,opponent_score
DENVER NUGGETS,240,35,77,5,15,16,23,9,18,20,9,2,7,22,away,loss,91.0,ATLANTA HAWKS,109.0
ATLANTA HAWKS,240,38,78,12,23,21,25,15,29,27,1,4,12,20,home,win,109.0,DENVER NUGGETS,91.0
ORLANDO MAGIC,240,31,77,11,27,9,14,9,27,20,2,3,9,20,away,loss,82.0,DETROIT PISTONS,88.0
DETROIT PISTONS,240,32,76,5,11,19,29,11,32,17,6,6,3,15,home,win,88.0,ORLANDO MAGIC,82.0
TORONTO RAPTORS,240,41,93,10,26,19,25,20,29,27,6,4,13,26,away,loss,111.0,GOLDEN STATE WARRIORS,117.0
GOLDEN STATE WARRIORS,240,38,76,12,24,29,33,6,31,26,8,9,12,23,home,win,117.0,TORONTO RAPTORS,111.0
WASHINGTON WIZARDS,240,36,78,1,11,16,19,6,36,24,5,7,10,16,away,win,89.0,HOUSTON ROCKETS,87.0
HOUSTON ROCKETS,240,32,80,7,21,16,19,8,31,21,4,4,12,17,home,loss,87.0,WASHINGTON WIZARDS,89.0
MEMPHIS GRIZZLIES,265,36,84,4,13,22,29,10,31,22,7,7,13,28,away,loss,98.0,MINNESOTA TIMBERWOLVES,108.0
MINNESOTA TIMBERWOLVES,265,39,79,1,15,29,37,11,36,20,5,4,15,29,home,win,108.0,MEMPHIS GRIZZLIES,98.0
CHICAGO BULLS,240,38,80,11,24,13,19,7,36,23,6,5,9,20,away,win,100.0,NEW JERSEY NETS,87.0
NEW JERSEY NETS,240,32,80,3,19,20,26,9,32,17,5,4,10,18,home,loss,87.0,CHICAGO BULLS,100.0
PHOENIX SUNS,240,42,84,7,21,19,24,14,23,22,10,4,14,22,away,win,110.0,OKLAHOMA CITY THUNDER,102.0
OKLAHOMA CITY THUNDER,240,38,72,5,15,21,31,7,28,21,7,4,15,26,home,loss,102.0,PHOENIX SUNS,110.0
PHILADELPHIA 76ERS,240,38,78,1,9,18,25,12,26,22,9,0,15,20,away,loss,95.0,UTAH JAZZ,112.0
UTAH JAZZ,240,42,82,8,18,20,23,12,30,27,8,6,14,18,home,win,112.0,PHILADELPHIA 76ERS,95.0
