team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,location,outcome,game_score,opponent,opponent_score
PHILADELPHIA 76ERS,240,35,85,6,16,12,14,15,33,21,6,2,18,16,away,loss,88.0,ATLANTA HAWKS,95.0
ATLANTA HAWKS,240,39,91,8,25,9,11,14,27,21,11,5,9,13,home,win,95.0,PHILADELPHIA 76ERS,88.0
MIAMI HEAT,240,32,72,5,21,18,27,11,16,17,6,6,11,26,away,loss,87.0,CHARLOTTE BOBCATS,100.0
CHARLOTTE BOBCATS,240,37,69,5,10,21,32,12,29,25,4,5,20,24,home,win,100.0,MIAMI HEAT,87.0
MEMPHIS GRIZZLIES,240,32,75,3,6,19,26,10,33,13,6,4,16,26,away,loss,86.0,CHICAGO BULLS,96.0
CHICAGO BULLS,240,32,84,8,19,24,30,18,33,19,7,11,12,15,home,win,96.0,MEMPHIS GRIZZLIES,86.0
LOS ANGELES LAKERS,240,33,87,6,17,32,43,15,38,18,8,5,15,25,away,win,104.0,DENVER NUGGETS,97.0
DENVER NUGGETS,240,34,74,8,22,21,30,3,35,30,9,5,19,26,home,loss,97.0,LOS ANGELES LAKERS,104.0
WASHINGTON WIZARDS,240,41,79,4,13,23,25,5,19,22,7,2,8,23,away,loss,109.0,DETROIT PISTONS,117.0
DETROIT PISTONS,240,42,79,6,14,27,32,16,33,24,5,7,17,24,home,win,117.0,WASHINGTON WIZARDS,109.0
OKLAHOMA CITY THUNDER,240,34,85,0,4,9,12,5,34,18,9,8,14,23,away,loss,77.0,HOUSTON ROCKETS,89.0
HOUSTON ROCKETS,240,28,77,6,21,27,31,10,39,18,8,2,16,10,home,win,89.0,OKLAHOMA CITY THUNDER,77.0
BOSTON CELTICS,240,27,78,4,20,21,35,17,35,15,8,5,24,25,away,loss,79.0,INDIANA PACERS,95.0
INDIANA PACERS,240,33,81,6,22,23,27,12,36,20,9,8,12,27,home,win,95.0,BOSTON CELTICS,79.0
TORONTO RAPTORS,240,30,63,8,16,23,26,3,32,22,6,6,18,19,away,win,91.0,MILWAUKEE BUCKS,87.0
MILWAUKEE BUCKS,240,36,81,3,13,12,19,9,30,24,7,4,14,27,home,loss,87.0,TORONTO RAPTORS,91.0
DALLAS MAVERICKS,240,37,83,5,16,16,20,7,31,18,10,4,11,20,away,win,95.0,MINNESOTA TIMBERWOLVES,85.0
MINNESOTA TIMBERWOLVES,240,31,79,1,12,22,24,10,32,15,4,4,15,20,home,loss,85.0,DALLAS MAVERICKS,95.0
GOLDEN STATE WARRIORS,240,32,76,7,19,34,52,14,27,18,8,5,16,21,away,win,105.0,NEW JERSEY NETS,97.0
NEW JERSEY NETS,240,35,83,6,20,21,28,16,29,22,7,7,17,39,home,loss,97.0,GOLDEN STATE WARRIORS,105.0
CLEVELAND CAVALIERS,240,36,75,9,22,11,19,7,29,21,5,4,17,24,away,loss,92.0,NEW ORLEANS HORNETS,104.0
NEW ORLEANS HORNETS,240,36,76,7,13,25,29,9,27,25,9,2,14,19,home,win,104.0,CLEVELAND CAVALIERS,92.0
SACRAMENTO KINGS,240,39,74,5,15,20,24,6,22,21,5,5,12,24,away,loss,103.0,ORLANDO MAGIC,121.0
ORLANDO MAGIC,240,44,80,8,22,25,31,15,25,25,6,5,12,18,home,win,121.0,SACRAMENTO KINGS,103.0
PORTLAND TRAIL BLAZERS,240,37,81,9,22,13,14,9,19,18,7,3,10,25,away,loss,96.0,PHOENIX SUNS,107.0
PHOENIX SUNS,240,38,69,6,17,25,30,4,32,17,7,3,11,12,home,win,107.0,PORTLAND TRAIL BLAZERS,96.0
LOS ANGELES CLIPPERS,240,29,73,3,9,18,20,11,32,12,1,8,18,20,away,loss,79.0,UTAH JAZZ,101.0
UTAH JAZZ,240,43,88,2,9,13,22,15,28,29,9,5,4,21,home,win,101.0,LOS ANGELES CLIPPERS,79.0
