team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,location,outcome,game_score,opponent,opponent_score
DENVER NUGGETS,240,36,97,9,36,17,21,11,37,28,11,4,15,16,away,loss,98.0,ATLANTA HAWKS,106.0
ATLANTA HAWKS,240,40,93,15,42,11,16,9,42,33,9,11,18,23,home,win,106.0,DENVER NUGGETS,98.0
BOSTON CELTICS,240,50,93,22,43,11,15,13,41,34,10,4,7,14,away,win,133.0,CHICAGO BULLS,77.0
CHICAGO BULLS,240,31,81,6,24,9,14,8,29,16,3,2,15,17,home,loss,77.0,BOSTON CELTICS,133.0
WASHINGTON WIZARDS,240,38,86,14,38,11,16,8,25,26,3,3,8,12,away,loss,101.0,CLEVELAND CAVALIERS,116.0
CLEVELAND CAVALIERS,240,47,89,15,31,7,10,12,37,26,5,5,7,20,home,win,116.0,WASHINGTON WIZARDS,101.0
HOUSTON ROCKETS,240,39,86,15,47,11,13,10,26,20,5,3,12,19,away,loss,104.0,DALLAS MAVERICKS,107.0
DALLAS MAVERICKS,240,41,83,12,30,13,16,14,30,21,9,3,15,14,home,win,107.0,HOUSTON ROCKETS,104.0
SACRAMENTO KINGS,240,38,90,9,32,12,15,12,31,24,9,8,13,21,away,loss,97.0,INDIANA PACERS,107.0
INDIANA PACERS,240,40,92,8,30,19,22,15,37,26,7,8,15,17,home,win,107.0,SACRAMENTO KINGS,97.0
MIAMI HEAT,240,40,92,13,39,28,39,14,43,27,9,6,11,24,away,win,121.0,LOS ANGELES CLIPPERS,98.0
LOS ANGELES CLIPPERS,240,33,89,7,29,25,31,13,36,16,5,8,16,26,home,loss,98.0,MIAMI HEAT,121.0
LOS ANGELES LAKERS,240,43,97,16,40,9,12,19,38,27,11,6,18,22,away,win,111.0,MEMPHIS GRIZZLIES,88.0
MEMPHIS GRIZZLIES,240,34,84,6,30,14,18,9,27,17,13,7,15,19,home,loss,88.0,LOS ANGELES LAKERS,111.0
BROOKLYN NETS,240,43,88,11,22,15,25,12,33,27,5,5,12,25,away,win,112.0,NEW YORK KNICKS,104.0
NEW YORK KNICKS,240,39,83,8,26,18,30,9,31,22,8,2,12,18,home,loss,104.0,BROOKLYN NETS,112.0
MINNESOTA TIMBERWOLVES,240,40,91,7,16,18,22,10,30,25,12,7,12,23,away,loss,105.0,PORTLAND TRAIL BLAZERS,113.0
PORTLAND TRAIL BLAZERS,240,39,83,10,33,25,30,14,39,23,10,9,19,20,home,win,113.0,MINNESOTA TIMBERWOLVES,105.0
