team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,location,outcome,game_score,opponent,opponent_score
LOS ANGELES LAKERS,240,42,95,11,27,18,21,14,36,16,7,5,9,19,away,win,113.0,MIAMI HEAT,97.0
MIAMI HEAT,240,35,87,13,32,14,19,12,36,20,3,5,12,21,home,loss,97.0,LOS ANGELES LAKERS,113.0
MEMPHIS GRIZZLIES,240,35,82,12,28,18,25,10,33,26,11,9,12,20,away,win,100.0,MINNESOTA TIMBERWOLVES,87.0
MINNESOTA TIMBERWOLVES,240,31,80,12,29,13,16,10,39,20,8,3,20,20,home,loss,87.0,MEMPHIS GRIZZLIES,100.0
NEW YORK KNICKS,240,40,87,8,24,29,35,17,25,12,7,2,14,26,away,loss,117.0,ORLANDO MAGIC,131.0
ORLANDO MAGIC,240,48,84,13,32,22,26,7,28,35,5,6,15,26,home,win,131.0,NEW YORK KNICKS,117.0
GOLDEN STATE WARRIORS,240,35,86,5,26,17,21,10,36,20,6,4,11,17,away,loss,92.0,SAN ANTONIO SPURS,104.0
SAN ANTONIO SPURS,240,41,92,10,24,12,17,11,37,24,3,5,10,18,home,win,104.0,GOLDEN STATE WARRIORS,92.0
PORTLAND TRAIL BLAZERS,240,39,86,11,30,30,35,9,43,26,4,3,15,25,away,win,119.0,WASHINGTON WIZARDS,109.0
WASHINGTON WIZARDS,240,43,96,13,32,10,21,9,34,28,4,9,11,30,home,loss,109.0,PORTLAND TRAIL BLAZERS,119.0
