team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,location,outcome,game_score,opponent,opponent_score
HOUSTON ROCKETS,240,41,83,15,39,22,32,11,30,22,4,10,9,21,away,win,119.0,BROOKLYN NETS,111.0
BROOKLYN NETS,240,42,85,15,34,12,20,9,29,22,5,4,10,28,home,loss,111.0,HOUSTON ROCKETS,119.0
INDIANA PACERS,240,40,85,7,26,20,22,9,33,21,8,9,11,13,away,win,107.0,CHICAGO BULLS,105.0
CHICAGO BULLS,240,42,89,13,31,8,9,11,32,33,2,7,14,20,home,loss,105.0,INDIANA PACERS,107.0
NEW YORK KNICKS,240,46,84,7,29,19,26,10,30,26,13,4,12,24,away,win,118.0,DALLAS MAVERICKS,106.0
DALLAS MAVERICKS,240,40,81,11,29,15,24,11,29,22,6,1,18,28,home,loss,106.0,NEW YORK KNICKS,118.0
MINNESOTA TIMBERWOLVES,240,38,101,13,45,10,14,8,31,25,8,4,5,16,away,loss,99.0,GOLDEN STATE WARRIORS,116.0
GOLDEN STATE WARRIORS,240,43,88,13,34,17,22,12,49,31,3,9,16,16,home,win,116.0,MINNESOTA TIMBERWOLVES,99.0
LOS ANGELES CLIPPERS,240,41,86,13,26,25,33,10,40,22,5,3,13,23,away,win,120.0,ORLANDO MAGIC,95.0
ORLANDO MAGIC,240,40,90,4,17,11,19,8,32,20,7,4,10,24,home,loss,95.0,LOS ANGELES CLIPPERS,120.0
TORONTO RAPTORS,240,41,81,12,33,13,21,6,33,29,11,10,13,23,away,win,107.0,PHOENIX SUNS,98.0
PHOENIX SUNS,240,40,91,8,26,10,18,12,37,20,3,4,15,18,home,loss,98.0,TORONTO RAPTORS,107.0
MEMPHIS GRIZZLIES,240,38,75,13,26,21,34,9,30,23,9,3,11,29,away,win,110.0,UTAH JAZZ,100.0
UTAH JAZZ,240,36,77,14,36,14,25,10,29,21,3,5,14,25,home,loss,100.0,MEMPHIS GRIZZLIES,110.0
OKLAHOMA CITY THUNDER,240,49,86,15,32,21,26,7,31,34,13,5,13,20,away,win,134.0,WASHINGTON WIZARDS,111.0
WASHINGTON WIZARDS,240,44,86,9,30,14,18,6,24,27,6,4,18,21,home,loss,111.0,OKLAHOMA CITY THUNDER,134.0
