team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,location,outcome,game_score,opponent,opponent_score
INDIANA PACERS,240,46,83,13,27,24,33,10,29,35,13,3,16,17,away,win,129.0,ATLANTA HAWKS,121.0
ATLANTA HAWKS,240,45,89,17,36,14,18,11,30,33,8,6,19,24,home,loss,121.0,INDIANA PACERS,129.0
CHARLOTTE HORNETS,290,47,106,15,31,23,30,12,41,26,8,3,13,20,away,loss,132.0,BROOKLYN NETS,134.0
BROOKLYN NETS,290,51,104,19,47,13,18,10,47,31,8,7,17,26,home,win,134.0,CHARLOTTE HORNETS,132.0
MINNESOTA TIMBERWOLVES,240,46,93,11,32,16,19,12,40,26,4,1,11,15,away,win,119.0,CHICAGO BULLS,94.0
CHICAGO BULLS,240,39,95,6,23,10,16,12,33,22,6,5,10,21,home,loss,94.0,MINNESOTA TIMBERWOLVES,119.0
NEW ORLEANS PELICANS,240,42,90,12,27,23,30,7,32,25,4,2,10,27,away,loss,119.0,DALLAS MAVERICKS,122.0
DALLAS MAVERICKS,240,39,81,12,35,32,38,8,38,23,3,13,12,25,home,win,122.0,NEW ORLEANS PELICANS,119.0
WASHINGTON WIZARDS,240,38,83,9,33,10,13,6,25,17,14,4,16,21,away,loss,95.0,DETROIT PISTONS,106.0
DETROIT PISTONS,240,37,80,14,37,18,19,11,35,25,8,4,23,20,home,win,106.0,WASHINGTON WIZARDS,95.0
SACRAMENTO KINGS,240,49,104,10,30,10,15,12,31,26,8,10,13,21,away,loss,118.0,LOS ANGELES CLIPPERS,127.0
LOS ANGELES CLIPPERS,240,48,96,12,28,19,23,14,36,23,7,6,12,20,home,win,127.0,SACRAMENTO KINGS,118.0
CLEVELAND CAVALIERS,240,33,93,9,29,12,15,19,34,19,9,1,16,21,away,loss,87.0,MEMPHIS GRIZZLIES,95.0
MEMPHIS GRIZZLIES,240,36,72,5,22,18,24,3,31,22,7,9,12,16,home,win,95.0,CLEVELAND CAVALIERS,87.0
TORONTO RAPTORS,240,37,79,13,30,19,23,10,33,19,8,2,16,16,away,win,106.0,MIAMI HEAT,104.0
MIAMI HEAT,240,43,83,12,29,6,12,6,29,28,10,6,12,17,home,loss,104.0,TORONTO RAPTORS,106.0
PHOENIX SUNS,265,48,95,13,24,13,17,11,34,22,9,9,18,19,away,win,122.0,ORLANDO MAGIC,120.0
ORLANDO MAGIC,265,44,96,14,36,18,22,11,31,20,11,2,15,18,home,loss,120.0,PHOENIX SUNS,122.0
DENVER NUGGETS,240,35,90,18,40,15,23,11,36,29,10,3,12,17,away,loss,103.0,SAN ANTONIO SPURS,111.0
SAN ANTONIO SPURS,240,42,90,10,32,17,22,7,43,29,6,4,10,17,home,win,111.0,DENVER NUGGETS,103.0
