team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,location,outcome,game_score,opponent,opponent_score
MILWAUKEE BUCKS,240,31,80,9,25,10,12,15,31,18,4,5,24,24,away,loss,81.0,CHARLOTTE BOBCATS,97.0
CHARLOTTE BOBCATS,240,36,93,2,15,23,32,21,27,29,14,7,7,18,home,win,97.0,MILWAUKEE BUCKS,81.0
NEW YORK KNICKS,240,35,76,7,17,26,37,15,31,12,8,7,25,28,away,loss,103.0,DALLAS MAVERICKS,105.0
DALLAS MAVERICKS,240,30,78,10,22,35,39,16,20,20,10,6,16,25,home,win,105.0,NEW YORK KNICKS,103.0
NEW JERSEY NETS,240,41,81,8,18,15,23,19,24,28,3,4,13,20,away,loss,105.0,DETROIT PISTONS,110.0
DETROIT PISTONS,240,36,73,12,24,26,33,12,24,27,7,5,9,22,home,win,110.0,NEW JERSEY NETS,105.0
HOUSTON ROCKETS,265,32,84,7,22,36,41,11,45,21,5,5,17,29,away,win,107.0,LOS ANGELES LAKERS,104.0
LOS ANGELES LAKERS,265,36,88,5,16,27,38,10,37,16,7,8,14,27,home,loss,104.0,HOUSTON ROCKETS,107.0
MIAMI HEAT,240,38,78,7,27,9,18,10,38,28,8,6,18,17,away,win,92.0,MINNESOTA TIMBERWOLVES,77.0
MINNESOTA TIMBERWOLVES,240,31,84,2,18,13,20,11,33,17,10,1,15,23,home,loss,77.0,MIAMI HEAT,92.0
INDIANA PACERS,240,32,76,4,16,19,24,8,25,12,8,5,22,36,away,loss,87.0,ORLANDO MAGIC,95.0
ORLANDO MAGIC,240,29,61,2,7,35,45,9,34,16,8,5,21,23,home,win,95.0,INDIANA PACERS,87.0
BOSTON CELTICS,240,30,71,3,14,19,23,11,30,17,10,3,24,26,away,loss,82.0,PHILADELPHIA 76ERS,88.0
PHILADELPHIA 76ERS,240,29,68,6,8,24,36,11,29,23,7,4,24,20,home,win,88.0,BOSTON CELTICS,82.0
DENVER NUGGETS,240,40,84,3,16,25,33,12,25,12,8,6,14,21,away,loss,108.0,PHOENIX SUNS,125.0
PHOENIX SUNS,240,49,89,10,20,17,21,11,29,30,12,6,13,27,home,win,125.0,DENVER NUGGETS,108.0
LOS ANGELES CLIPPERS,240,38,80,7,12,22,25,8,37,22,3,3,14,31,away,win,105.0,SACRAMENTO KINGS,101.0
SACRAMENTO KINGS,240,34,81,7,24,26,39,9,28,16,6,0,11,24,home,loss,101.0,LOS ANGELES CLIPPERS,105.0
UTAH JAZZ,240,33,77,3,12,24,26,9,25,20,8,2,12,21,away,loss,93.0,SAN ANTONIO SPURS,102.0
SAN ANTONIO SPURS,240,39,75,6,15,18,23,9,31,24,9,9,14,20,home,win,102.0,UTAH JAZZ,93.0
MEMPHIS GRIZZLIES,240,36,77,0,7,21,27,15,23,17,6,6,19,15,away,loss,93.0,SEATTLE SUPERSONICS,120.0
SEATTLE SUPERSONICS,240,47,81,10,19,16,19,11,24,32,10,7,13,21,home,win,120.0,MEMPHIS GRIZZLIES,93.0
TORONTO RAPTORS,265,47,94,7,18,22,27,11,44,28,3,1,17,30,away,win,123.0,WASHINGTON WIZARDS,118.0
WASHINGTON WIZARDS,265,39,98,7,25,33,45,13,39,24,9,2,8,22,home,loss,118.0,TORONTO RAPTORS,123.0
