team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,location,outcome,game_score,opponent,opponent_score
MIAMI HEAT,240,38,69,2,15,24,33,5,35,20,5,3,18,24,away,win,102.0,CHARLOTTE BOBCATS,93.0
CHARLOTTE BOBCATS,240,33,81,4,14,23,33,14,25,21,8,0,15,29,home,loss,93.0,MIAMI HEAT,102.0
PHILADELPHIA 76ERS,240,31,77,5,12,28,34,8,28,10,12,3,15,18,away,loss,95.0,CLEVELAND CAVALIERS,108.0
CLEVELAND CAVALIERS,240,43,89,8,16,14,22,19,30,28,8,6,20,25,home,win,108.0,PHILADELPHIA 76ERS,95.0
NEW ORLEANS/OKLAHOMA CITY HORNETS,240,28,78,3,10,14,26,14,35,8,10,5,18,30,away,loss,73.0,DALLAS MAVERICKS,85.0
DALLAS MAVERICKS,240,26,67,3,17,30,41,8,38,14,9,3,17,23,home,win,85.0,NEW ORLEANS/OKLAHOMA CITY HORNETS,73.0
UTAH JAZZ,240,27,83,8,27,16,20,15,33,24,10,5,22,24,away,loss,78.0,GOLDEN STATE WARRIORS,91.0
GOLDEN STATE WARRIORS,240,36,89,4,18,15,23,20,32,26,14,12,16,15,home,win,91.0,UTAH JAZZ,78.0
MEMPHIS GRIZZLIES,240,26,69,3,12,21,33,12,31,14,9,4,15,22,away,loss,76.0,HOUSTON ROCKETS,85.0
HOUSTON ROCKETS,240,33,75,8,27,11,20,10,34,23,6,8,15,24,home,win,85.0,MEMPHIS GRIZZLIES,76.0
BOSTON CELTICS,240,39,72,5,13,28,34,10,29,22,3,4,13,19,away,win,111.0,MILWAUKEE BUCKS,98.0
MILWAUKEE BUCKS,240,37,76,7,14,17,22,8,25,22,6,2,13,26,home,loss,98.0,BOSTON CELTICS,111.0
LOS ANGELES CLIPPERS,240,39,73,2,6,16,25,11,24,22,3,4,14,26,away,loss,96.0,MINNESOTA TIMBERWOLVES,104.0
MINNESOTA TIMBERWOLVES,240,37,70,4,9,26,32,7,24,23,7,3,11,23,home,win,104.0,LOS ANGELES CLIPPERS,96.0
CHICAGO BULLS,240,38,84,5,17,25,37,13,28,22,9,5,8,27,away,win,106.0,NEW YORK KNICKS,95.0
NEW YORK KNICKS,240,34,73,3,9,24,38,15,34,19,4,4,25,32,home,loss,95.0,CHICAGO BULLS,106.0
ATLANTA HAWKS,240,26,73,2,13,25,33,11,30,10,6,8,19,24,away,loss,79.0,ORLANDO MAGIC,98.0
ORLANDO MAGIC,240,35,77,7,16,21,29,9,37,21,11,9,17,24,home,win,98.0,ATLANTA HAWKS,79.0
PORTLAND TRAIL BLAZERS,240,32,70,5,20,16,22,6,22,15,3,4,13,23,away,loss,85.0,SACRAMENTO KINGS,105.0
SACRAMENTO KINGS,240,37,75,8,26,23,26,8,31,19,5,0,10,20,home,win,105.0,PORTLAND TRAIL BLAZERS,85.0
DETROIT PISTONS,240,34,74,11,24,36,40,7,28,21,7,2,9,18,away,win,115.0,WASHINGTON WIZARDS,111.0
WASHINGTON WIZARDS,240,42,85,9,27,18,23,13,29,23,3,2,17,26,home,loss,111.0,DETROIT PISTONS,115.0
