team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,location,outcome,game_score,opponent,opponent_score
CHARLOTTE BOBCATS,240,30,82,4,17,26,33,15,22,20,7,3,7,20,away,loss,90.0,ATLANTA HAWKS,99.0
ATLANTA HAWKS,240,37,78,8,22,17,17,11,34,20,3,11,17,25,home,win,99.0,CHARLOTTE BOBCATS,90.0
NEW JERSEY NETS,240,36,75,4,11,30,33,11,29,26,9,2,11,19,away,win,106.0,BOSTON CELTICS,103.0
BOSTON CELTICS,240,36,74,10,19,21,26,9,28,24,7,11,14,20,home,loss,103.0,NEW JERSEY NETS,106.0
NEW YORK KNICKS,240,37,70,9,16,18,27,7,29,20,7,7,14,23,away,win,101.0,CLEVELAND CAVALIERS,98.0
CLEVELAND CAVALIERS,240,38,84,4,19,18,25,12,26,21,4,6,11,21,home,loss,98.0,NEW YORK KNICKS,101.0
TORONTO RAPTORS,240,36,77,1,6,25,34,9,26,13,2,2,9,21,away,loss,98.0,DALLAS MAVERICKS,117.0
DALLAS MAVERICKS,240,45,84,11,20,16,25,11,37,24,2,3,7,20,home,win,117.0,TORONTO RAPTORS,98.0
INDIANA PACERS,240,40,94,10,22,18,26,16,33,25,12,7,16,17,away,win,108.0,GOLDEN STATE WARRIORS,106.0
GOLDEN STATE WARRIORS,240,45,88,8,18,8,12,7,38,25,7,15,19,22,home,loss,106.0,INDIANA PACERS,108.0
MEMPHIS GRIZZLIES,240,33,73,5,9,19,27,12,24,13,9,4,16,27,away,loss,90.0,LOS ANGELES CLIPPERS,105.0
LOS ANGELES CLIPPERS,240,37,70,4,7,27,33,10,29,23,8,7,11,19,home,win,105.0,MEMPHIS GRIZZLIES,90.0
HOUSTON ROCKETS,240,34,89,13,38,10,14,8,28,20,7,5,12,24,away,loss,91.0,PHOENIX SUNS,102.0
PHOENIX SUNS,240,33,77,8,19,28,32,11,44,23,5,5,15,16,home,win,102.0,HOUSTON ROCKETS,91.0
ORLANDO MAGIC,240,34,67,2,7,24,33,11,29,21,7,8,17,18,away,win,94.0,SEATTLE SUPERSONICS,84.0
SEATTLE SUPERSONICS,240,31,80,6,22,16,17,13,22,18,9,2,14,25,home,loss,84.0,ORLANDO MAGIC,94.0
SAN ANTONIO SPURS,240,29,73,8,24,9,14,7,27,16,4,5,10,22,away,loss,75.0,UTAH JAZZ,83.0
UTAH JAZZ,240,30,73,5,11,18,27,16,34,20,6,7,11,14,home,win,83.0,SAN ANTONIO SPURS,75.0
