team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,location,outcome,game_score,opponent,opponent_score
CHARLOTTE BOBCATS,265,33,84,1,4,41,52,11,32,19,11,4,18,29,away,loss,108.0,BOSTON CELTICS,110.0
BOSTON CELTICS,265,39,86,7,17,25,31,8,35,26,8,4,25,36,home,win,110.0,CHARLOTTE BOBCATS,108.0
NEW YORK KNICKS,240,40,80,9,17,20,27,14,32,23,8,7,20,31,away,win,109.0,DENVER NUGGETS,107.0
DENVER NUGGETS,240,38,85,3,9,28,35,14,23,24,8,4,16,22,home,loss,107.0,NEW YORK KNICKS,109.0
DALLAS MAVERICKS,240,32,82,6,23,15,20,9,29,15,5,6,14,24,away,loss,85.0,LOS ANGELES CLIPPERS,103.0
LOS ANGELES CLIPPERS,240,40,83,2,8,21,28,12,36,20,8,5,9,18,home,win,103.0,DALLAS MAVERICKS,85.0
HOUSTON ROCKETS,240,38,78,8,16,13,19,11,32,26,4,4,14,24,away,win,97.0,MILWAUKEE BUCKS,93.0
MILWAUKEE BUCKS,240,34,73,3,10,22,30,7,26,22,6,3,11,19,home,loss,93.0,HOUSTON ROCKETS,97.0
UTAH JAZZ,240,33,78,3,15,20,27,13,35,22,5,3,16,30,away,loss,89.0,NEW JERSEY NETS,96.0
NEW JERSEY NETS,240,29,69,7,19,31,40,7,24,15,4,1,11,22,home,win,96.0,UTAH JAZZ,89.0
SEATTLE SUPERSONICS,240,32,77,6,15,17,20,16,20,14,14,3,21,20,away,loss,87.0,ORLANDO MAGIC,88.0
ORLANDO MAGIC,240,34,63,6,16,14,23,7,29,21,11,4,25,23,home,win,88.0,SEATTLE SUPERSONICS,87.0
LOS ANGELES LAKERS,240,33,70,6,21,18,23,9,19,14,4,5,18,26,away,loss,90.0,PORTLAND TRAIL BLAZERS,101.0
PORTLAND TRAIL BLAZERS,240,35,68,4,14,27,33,10,26,13,13,0,16,24,home,win,101.0,LOS ANGELES LAKERS,90.0
DETROIT PISTONS,240,28,71,8,23,22,28,5,30,16,7,3,14,28,away,loss,86.0,SACRAMENTO KINGS,99.0
SACRAMENTO KINGS,240,34,79,4,15,27,32,17,33,19,8,3,16,26,home,win,99.0,DETROIT PISTONS,86.0
PHOENIX SUNS,265,46,93,10,23,4,6,8,41,27,2,3,16,27,away,loss,106.0,SAN ANTONIO SPURS,111.0
SAN ANTONIO SPURS,265,42,100,5,14,22,25,15,36,26,6,3,12,19,home,win,111.0,PHOENIX SUNS,106.0
PHILADELPHIA 76ERS,240,43,87,3,12,15,20,13,40,22,6,12,14,23,away,loss,104.0,TORONTO RAPTORS,106.0
TORONTO RAPTORS,240,38,93,7,19,23,29,15,30,19,8,5,10,21,home,win,106.0,PHILADELPHIA 76ERS,104.0
INDIANA PACERS,240,32,83,4,19,23,31,19,30,17,6,5,24,22,away,loss,91.0,WASHINGTON WIZARDS,117.0
WASHINGTON WIZARDS,240,44,85,7,16,22,32,8,31,26,13,4,13,25,home,win,117.0,INDIANA PACERS,91.0
