team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,location,outcome,game_score,opponent,opponent_score
NEW YORK KNICKS,265,35,84,10,24,24,36,13,31,17,12,1,12,28,away,win,104.0,ATLANTA HAWKS,100.0
ATLANTA HAWKS,265,32,73,8,16,28,34,10,35,19,8,5,20,26,home,loss,100.0,NEW YORK KNICKS,104.0
TORONTO RAPTORS,240,36,93,4,14,21,30,15,30,20,7,4,11,22,away,loss,97.0,CLEVELAND CAVALIERS,120.0
CLEVELAND CAVALIERS,240,40,86,12,22,28,34,15,39,25,5,9,13,27,home,win,120.0,TORONTO RAPTORS,97.0
ORLANDO MAGIC,240,38,74,4,10,18,25,10,23,14,4,4,10,22,away,loss,98.0,DALLAS MAVERICKS,103.0
DALLAS MAVERICKS,240,38,71,9,21,18,24,7,25,32,7,4,9,22,home,win,103.0,ORLANDO MAGIC,98.0
SAN ANTONIO SPURS,240,36,69,6,14,19,22,5,31,26,9,3,13,24,away,win,97.0,HOUSTON ROCKETS,74.0
HOUSTON ROCKETS,240,25,65,7,23,17,24,8,26,17,6,2,18,21,home,loss,74.0,SAN ANTONIO SPURS,97.0
INDIANA PACERS,240,25,70,4,17,10,19,7,30,16,4,1,15,20,away,loss,64.0,LOS ANGELES CLIPPERS,87.0
LOS ANGELES CLIPPERS,240,31,70,2,4,23,32,11,36,24,13,6,12,26,home,win,87.0,INDIANA PACERS,64.0
DETROIT PISTONS,240,36,75,6,14,14,21,10,31,23,4,8,11,26,away,win,92.0,MEMPHIS GRIZZLIES,89.0
MEMPHIS GRIZZLIES,240,32,82,4,14,21,31,20,31,17,7,1,12,15,home,loss,89.0,DETROIT PISTONS,92.0
BOSTON CELTICS,265,35,102,2,16,24,32,18,35,14,11,4,10,29,away,win,96.0,NEW JERSEY NETS,88.0
NEW JERSEY NETS,265,32,69,3,13,21,33,3,45,20,2,14,21,28,home,loss,88.0,BOSTON CELTICS,96.0
SACRAMENTO KINGS,240,39,84,5,20,21,22,10,28,21,5,2,9,24,away,win,104.0,PORTLAND TRAIL BLAZERS,96.0
PORTLAND TRAIL BLAZERS,240,34,81,7,15,21,27,16,30,18,6,1,18,24,home,loss,96.0,SACRAMENTO KINGS,104.0
