team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,location,outcome,game_score,opponent,opponent_score
HOUSTON ROCKETS,240,32,86,7,30,29,36,11,32,17,7,3,12,22,away,win,100.0,LOS ANGELES CLIPPERS,98.0
LOS ANGELES CLIPPERS,240,36,82,12,26,14,24,8,42,24,8,8,20,30,home,loss,98.0,HOUSTON ROCKETS,100.0
ATLANTA HAWKS,240,34,76,5,23,18,27,7,27,25,9,6,10,14,away,win,91.0,LOS ANGELES LAKERS,86.0
LOS ANGELES LAKERS,240,34,85,7,18,11,15,19,35,21,6,4,21,22,home,loss,86.0,ATLANTA HAWKS,91.0
DENVER NUGGETS,290,46,104,10,31,16,20,12,40,25,9,4,11,21,away,win,118.0,NEW ORLEANS PELICANS,111.0
NEW ORLEANS PELICANS,290,46,99,6,22,13,21,15,43,32,3,14,18,20,home,loss,111.0,DENVER NUGGETS,118.0
CHICAGO BULLS,240,37,83,9,29,17,24,9,24,20,5,3,11,24,away,loss,100.0,OKLAHOMA CITY THUNDER,109.0
OKLAHOMA CITY THUNDER,240,40,87,8,21,21,30,17,35,16,4,4,16,23,home,win,109.0,CHICAGO BULLS,100.0
CLEVELAND CAVALIERS,240,45,76,18,35,15,19,3,31,26,9,6,16,21,away,win,123.0,ORLANDO MAGIC,108.0
ORLANDO MAGIC,240,42,88,9,19,15,27,17,27,24,10,1,13,15,home,loss,108.0,CLEVELAND CAVALIERS,123.0
NEW YORK KNICKS,240,32,73,5,14,20,30,6,29,22,10,2,13,22,away,loss,89.0,PHOENIX SUNS,102.0
PHOENIX SUNS,240,41,83,6,18,14,23,13,38,24,9,1,12,22,home,win,102.0,NEW YORK KNICKS,89.0
MINNESOTA TIMBERWOLVES,240,38,86,7,15,14,18,11,29,25,8,2,15,20,away,loss,97.0,SAN ANTONIO SPURS,123.0
SAN ANTONIO SPURS,240,49,84,12,22,13,15,6,36,38,13,6,14,17,home,win,123.0,MINNESOTA TIMBERWOLVES,97.0
PORTLAND TRAIL BLAZERS,240,45,86,13,29,10,16,7,30,27,6,5,10,15,away,win,113.0,TORONTO RAPTORS,97.0
TORONTO RAPTORS,240,37,78,5,18,18,23,9,33,20,5,3,15,22,home,loss,97.0,PORTLAND TRAIL BLAZERS,113.0
