team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,location,outcome,game_score,opponent,opponent_score
BOSTON CELTICS,240,41,84,12,23,11,13,9,33,33,10,3,21,20,away,loss,105.0,ATLANTA HAWKS,109.0
ATLANTA HAWKS,240,43,82,11,24,12,14,4,27,36,8,8,16,14,home,win,109.0,BOSTON CELTICS,105.0
DALLAS MAVERICKS,290,47,102,15,30,23,27,12,34,30,9,6,14,28,away,win,132.0,CHICAGO BULLS,129.0
CHICAGO BULLS,290,47,103,8,26,27,34,15,37,38,5,6,18,22,home,loss,129.0,DALLAS MAVERICKS,132.0
MILWAUKEE BUCKS,240,45,92,7,20,11,13,12,28,31,11,3,13,26,away,loss,108.0,CLEVELAND CAVALIERS,111.0
CLEVELAND CAVALIERS,240,39,73,6,21,27,38,7,33,22,5,5,19,17,home,win,111.0,MILWAUKEE BUCKS,108.0
PORTLAND TRAIL BLAZERS,240,43,86,5,22,14,17,4,33,26,7,5,12,19,away,win,105.0,DENVER NUGGETS,103.0
DENVER NUGGETS,240,41,81,7,20,14,19,7,34,21,8,2,14,19,home,loss,103.0,PORTLAND TRAIL BLAZERS,105.0
LOS ANGELES LAKERS,240,39,81,10,17,18,24,12,35,25,9,6,14,26,away,win,106.0,DETROIT PISTONS,96.0
DETROIT PISTONS,240,33,90,6,21,24,31,16,33,20,6,5,14,16,home,loss,96.0,LOS ANGELES LAKERS,106.0
ORLANDO MAGIC,240,39,87,6,17,13,14,8,32,19,11,3,11,17,away,loss,97.0,GOLDEN STATE WARRIORS,98.0
GOLDEN STATE WARRIORS,240,38,82,8,27,14,18,13,36,25,8,5,15,15,home,win,98.0,ORLANDO MAGIC,97.0
OKLAHOMA CITY THUNDER,240,37,84,7,24,23,27,9,36,16,7,6,17,32,away,loss,104.0,NEW ORLEANS PELICANS,112.0
NEW ORLEANS PELICANS,240,39,88,5,17,29,45,16,33,23,13,11,13,21,home,win,112.0,OKLAHOMA CITY THUNDER,104.0
BROOKLYN NETS,240,39,89,6,17,14,20,21,28,22,7,5,14,20,away,win,98.0,NEW YORK KNICKS,93.0
NEW YORK KNICKS,240,35,81,11,28,12,14,13,27,22,8,3,14,21,home,loss,93.0,BROOKLYN NETS,98.0
INDIANA PACERS,240,41,85,4,13,13,17,8,33,20,8,3,19,24,away,loss,99.0,PHOENIX SUNS,116.0
PHOENIX SUNS,240,43,86,12,25,18,26,9,35,18,13,5,12,19,home,win,116.0,INDIANA PACERS,99.0
TORONTO RAPTORS,240,44,88,10,23,19,21,13,22,22,8,3,13,29,away,win,117.0,SACRAMENTO KINGS,109.0
SACRAMENTO KINGS,240,39,75,3,10,28,37,13,21,28,5,3,15,23,home,loss,109.0,TORONTO RAPTORS,117.0
