team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,location,outcome,game_score,opponent,opponent_score
SACRAMENTO KINGS,240,35,75,2,12,14,27,13,32,23,3,3,13,15,away,loss,86.0,CHICAGO BULLS,104.0
CHICAGO BULLS,240,42,80,7,20,13,15,5,28,26,8,3,7,21,home,win,104.0,SACRAMENTO KINGS,86.0
DETROIT PISTONS,240,37,83,5,19,27,30,10,38,21,8,5,8,18,away,win,106.0,CHARLOTTE HORNETS,78.0
CHARLOTTE HORNETS,240,29,81,9,24,11,14,10,28,21,1,9,11,21,home,loss,78.0,DETROIT PISTONS,106.0
DENVER NUGGETS,240,43,79,4,16,16,23,4,31,25,9,8,7,22,away,win,106.0,LOS ANGELES LAKERS,96.0
LOS ANGELES LAKERS,240,37,85,6,18,16,27,14,29,23,3,2,10,24,home,loss,96.0,DENVER NUGGETS,106.0
BROOKLYN NETS,240,35,81,3,12,13,17,14,32,14,7,5,20,24,away,loss,86.0,MEMPHIS GRIZZLIES,95.0
MEMPHIS GRIZZLIES,240,36,81,6,19,17,25,12,33,24,14,9,12,19,home,win,95.0,BROOKLYN NETS,86.0
HOUSTON ROCKETS,240,48,95,15,37,16,23,15,32,28,9,3,13,24,away,win,127.0,PHOENIX SUNS,118.0
PHOENIX SUNS,240,41,87,12,26,24,30,13,26,18,9,5,14,18,home,loss,118.0,HOUSTON ROCKETS,127.0
