team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,location,outcome,game_score,opponent,opponent_score
LOS ANGELES CLIPPERS,240,45,88,15,32,8,10,8,35,28,2,2,8,24,away,win,113.0,CHARLOTTE HORNETS,92.0
CHARLOTTE HORNETS,240,31,75,2,20,28,35,5,28,21,6,4,5,17,home,loss,92.0,LOS ANGELES CLIPPERS,113.0
ORLANDO MAGIC,240,29,80,5,17,11,15,13,27,14,5,3,17,17,away,loss,74.0,CLEVELAND CAVALIERS,106.0
CLEVELAND CAVALIERS,240,42,81,6,16,16,22,12,32,30,14,9,12,23,home,win,106.0,ORLANDO MAGIC,74.0
INDIANA PACERS,240,37,77,13,26,24,36,8,36,20,6,4,12,21,away,win,111.0,DALLAS MAVERICKS,100.0
DALLAS MAVERICKS,240,40,80,8,24,12,21,6,31,21,6,6,12,28,home,loss,100.0,INDIANA PACERS,111.0
NEW YORK KNICKS,240,35,76,6,22,10,15,9,31,25,8,5,17,20,away,loss,86.0,HOUSTON ROCKETS,91.0
HOUSTON ROCKETS,240,32,76,14,36,13,19,10,28,19,13,4,16,19,home,win,91.0,NEW YORK KNICKS,86.0
PORTLAND TRAIL BLAZERS,240,44,89,7,27,19,23,18,34,30,6,5,15,19,away,win,114.0,PHILADELPHIA 76ERS,104.0
PHILADELPHIA 76ERS,240,42,84,0,8,20,24,7,22,28,11,6,10,20,home,loss,104.0,PORTLAND TRAIL BLAZERS,114.0
PHOENIX SUNS,240,39,84,14,33,8,11,11,31,22,6,3,20,26,away,loss,100.0,TORONTO RAPTORS,104.0
TORONTO RAPTORS,240,37,82,4,17,26,32,8,29,21,9,3,12,20,home,win,104.0,PHOENIX SUNS,100.0
CHICAGO BULLS,240,36,72,9,20,16,23,7,28,20,9,3,16,14,away,win,97.0,UTAH JAZZ,95.0
UTAH JAZZ,240,42,86,3,9,8,10,11,30,22,9,6,13,20,home,loss,95.0,CHICAGO BULLS,97.0
