team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,location,outcome,game_score,opponent,opponent_score
NEW YORK KNICKS,240,28,79,6,15,9,18,14,40,20,4,6,14,28,away,loss,71.0,CHARLOTTE HORNETS,76.0
CHARLOTTE HORNETS,240,25,76,2,7,24,37,10,31,9,7,13,9,19,home,win,76.0,NEW YORK KNICKS,71.0
PHILADELPHIA 76ERS,240,31,81,9,24,12,22,15,33,18,7,2,23,19,away,loss,83.0,MEMPHIS GRIZZLIES,101.0
MEMPHIS GRIZZLIES,240,37,79,6,14,21,25,9,38,24,10,7,18,20,home,win,101.0,PHILADELPHIA 76ERS,83.0
DETROIT PISTONS,240,31,86,6,25,18,25,16,30,14,11,2,19,14,away,loss,86.0,MILWAUKEE BUCKS,101.0
MILWAUKEE BUCKS,240,41,81,11,17,8,10,9,36,33,6,6,20,21,home,win,101.0,DETROIT PISTONS,86.0
WASHINGTON WIZARDS,240,40,82,5,15,11,14,2,39,24,8,3,12,19,away,loss,96.0,PORTLAND TRAIL BLAZERS,103.0
PORTLAND TRAIL BLAZERS,240,35,87,13,31,20,20,8,36,22,8,1,12,14,home,win,103.0,WASHINGTON WIZARDS,96.0
BROOKLYN NETS,240,29,75,5,15,10,16,8,21,17,10,9,17,17,away,loss,73.0,UTAH JAZZ,108.0
UTAH JAZZ,240,42,79,13,29,11,14,6,37,23,9,5,15,13,home,win,108.0,BROOKLYN NETS,73.0
