team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,location,outcome,game_score,opponent,opponent_score
MEMPHIS GRIZZLIES,240,37,78,5,12,13,13,10,31,21,11,4,21,19,away,loss,92.0,BOSTON CELTICS,95.0
BOSTON CELTICS,240,37,85,8,27,13,17,12,24,28,11,5,16,16,home,win,95.0,MEMPHIS GRIZZLIES,92.0
SACRAMENTO KINGS,240,40,85,8,20,25,30,7,36,25,4,3,12,21,away,win,113.0,CHARLOTTE HORNETS,106.0
CHARLOTTE HORNETS,240,42,93,6,18,16,26,10,34,28,5,12,11,24,home,loss,106.0,SACRAMENTO KINGS,113.0
ATLANTA HAWKS,240,34,81,9,27,25,27,8,24,18,11,3,17,18,away,loss,102.0,DENVER NUGGETS,115.0
DENVER NUGGETS,240,42,84,13,31,18,20,11,33,28,8,9,19,20,home,win,115.0,ATLANTA HAWKS,102.0
DETROIT PISTONS,240,42,98,4,12,10,12,19,30,18,6,5,13,16,away,loss,98.0,GOLDEN STATE WARRIORS,105.0
GOLDEN STATE WARRIORS,240,44,84,7,20,10,13,10,32,29,5,6,17,11,home,win,105.0,DETROIT PISTONS,98.0
BROOKLYN NETS,240,32,73,6,17,28,39,14,30,15,8,2,21,24,away,loss,98.0,MIAMI HEAT,104.0
MIAMI HEAT,240,37,81,6,21,24,38,11,28,23,14,3,10,29,home,win,104.0,BROOKLYN NETS,98.0
ORLANDO MAGIC,240,34,85,10,18,13,13,9,24,21,14,4,14,18,away,loss,91.0,MILWAUKEE BUCKS,97.0
MILWAUKEE BUCKS,240,39,79,8,18,11,16,11,40,30,7,7,22,17,home,win,97.0,ORLANDO MAGIC,91.0
LOS ANGELES CLIPPERS,240,35,76,15,30,35,47,11,27,22,11,2,12,27,away,win,120.0,OKLAHOMA CITY THUNDER,108.0
OKLAHOMA CITY THUNDER,240,33,76,12,25,30,36,11,28,19,5,3,20,32,home,loss,108.0,LOS ANGELES CLIPPERS,120.0
CHICAGO BULLS,265,40,87,10,24,14,20,8,50,24,6,2,18,16,away,win,104.0,PHILADELPHIA 76ERS,95.0
PHILADELPHIA 76ERS,265,36,104,11,41,12,25,17,38,16,12,5,10,15,home,loss,95.0,CHICAGO BULLS,104.0
MINNESOTA TIMBERWOLVES,240,36,81,1,13,24,26,12,22,19,5,2,10,16,away,loss,97.0,PHOENIX SUNS,106.0
PHOENIX SUNS,240,45,90,6,24,10,13,16,29,25,7,2,16,19,home,win,106.0,MINNESOTA TIMBERWOLVES,97.0
HOUSTON ROCKETS,240,38,91,11,31,13,23,12,28,21,12,5,11,16,away,loss,100.0,PORTLAND TRAIL BLAZERS,105.0
PORTLAND TRAIL BLAZERS,240,42,92,10,33,11,14,16,44,25,5,2,19,18,home,win,105.0,HOUSTON ROCKETS,100.0
