team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,location,outcome,game_score,opponent,opponent_score
NEW ORLEANS PELICANS,240,36,89,7,24,12,16,16,26,23,8,4,12,19,away,loss,91.0,ATLANTA HAWKS,100.0
ATLANTA HAWKS,240,38,76,5,17,19,22,11,31,26,6,7,18,14,home,win,100.0,NEW ORLEANS PELICANS,91.0
CHICAGO BULLS,240,37,90,5,17,30,37,18,34,18,5,13,13,21,away,win,109.0,BOSTON CELTICS,102.0
BOSTON CELTICS,240,37,92,6,22,22,29,12,30,20,7,2,13,30,home,loss,102.0,CHICAGO BULLS,109.0
GOLDEN STATE WARRIORS,240,42,99,7,26,15,16,16,30,28,7,8,12,26,away,win,106.0,CHARLOTTE HORNETS,101.0
CHARLOTTE HORNETS,240,38,87,6,19,19,23,8,36,27,4,8,13,14,home,loss,101.0,GOLDEN STATE WARRIORS,106.0
PHOENIX SUNS,240,33,85,8,23,23,29,9,25,14,4,5,15,27,away,loss,97.0,DENVER NUGGETS,122.0
DENVER NUGGETS,240,41,88,8,21,32,36,16,42,20,10,3,18,27,home,win,122.0,PHOENIX SUNS,97.0
MILWAUKEE BUCKS,240,39,77,13,29,13,16,10,34,30,9,6,19,20,away,win,104.0,DETROIT PISTONS,88.0
DETROIT PISTONS,240,34,83,6,23,14,25,14,25,25,8,5,14,19,home,loss,88.0,MILWAUKEE BUCKS,104.0
LOS ANGELES CLIPPERS,240,38,81,9,25,17,22,8,37,23,8,4,10,18,away,win,102.0,HOUSTON ROCKETS,85.0
HOUSTON ROCKETS,240,32,82,10,37,11,15,8,32,17,7,6,14,27,home,loss,85.0,LOS ANGELES CLIPPERS,102.0
ORLANDO MAGIC,240,31,70,7,18,14,16,2,30,16,7,5,18,17,away,loss,83.0,INDIANA PACERS,98.0
INDIANA PACERS,240,41,94,4,16,12,14,17,36,25,7,3,11,17,home,win,98.0,ORLANDO MAGIC,83.0
MINNESOTA TIMBERWOLVES,240,45,79,10,18,20,24,6,25,37,8,1,18,20,away,win,120.0,LOS ANGELES LAKERS,119.0
LOS ANGELES LAKERS,240,48,89,8,21,15,22,12,23,27,12,1,14,22,home,loss,119.0,MINNESOTA TIMBERWOLVES,120.0
NEW YORK KNICKS,240,29,75,2,19,18,24,7,26,17,3,6,12,22,away,loss,78.0,OKLAHOMA CITY THUNDER,105.0
OKLAHOMA CITY THUNDER,240,38,86,10,24,19,23,18,39,20,9,0,14,30,home,win,105.0,NEW YORK KNICKS,78.0
MEMPHIS GRIZZLIES,240,45,84,6,13,16,26,8,38,28,7,4,9,14,away,win,112.0,PORTLAND TRAIL BLAZERS,99.0
PORTLAND TRAIL BLAZERS,240,39,97,8,28,13,18,15,30,22,6,6,7,18,home,loss,99.0,MEMPHIS GRIZZLIES,112.0
SACRAMENTO KINGS,240,38,75,6,10,22,26,8,38,22,4,4,14,20,away,loss,104.0,SAN ANTONIO SPURS,112.0
SAN ANTONIO SPURS,240,42,82,12,24,16,20,4,29,29,8,9,6,19,home,win,112.0,SACRAMENTO KINGS,104.0
DALLAS MAVERICKS,240,40,86,11,26,15,22,6,31,27,7,9,8,17,away,win,106.0,TORONTO RAPTORS,102.0
TORONTO RAPTORS,240,38,91,14,33,12,16,15,40,17,7,1,17,23,home,loss,102.0,DALLAS MAVERICKS,106.0
