team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,location,outcome,game_score,opponent,opponent_score
MILWAUKEE BUCKS,240,30,89,4,18,7,13,12,29,16,9,4,10,21,away,loss,71.0,CHICAGO BULLS,87.0
CHICAGO BULLS,240,27,76,8,26,25,32,18,44,20,4,7,18,16,home,win,87.0,MILWAUKEE BUCKS,71.0
BROOKLYN NETS,240,43,92,4,21,20,23,14,43,21,7,9,10,17,away,win,110.0,DENVER NUGGETS,82.0
DENVER NUGGETS,240,31,94,7,27,13,22,19,30,18,6,3,13,24,home,loss,82.0,BROOKLYN NETS,110.0
MINNESOTA TIMBERWOLVES,240,31,93,5,18,35,39,20,38,17,9,3,20,22,away,loss,102.0,HOUSTON ROCKETS,113.0
HOUSTON ROCKETS,240,39,94,12,38,23,34,22,34,23,11,8,16,28,home,win,113.0,MINNESOTA TIMBERWOLVES,102.0
MEMPHIS GRIZZLIES,240,33,81,5,15,19,26,8,34,22,10,4,10,13,away,win,90.0,LOS ANGELES CLIPPERS,87.0
LOS ANGELES CLIPPERS,240,35,79,9,27,8,12,5,35,21,6,10,13,16,home,loss,87.0,MEMPHIS GRIZZLIES,90.0
PHILADELPHIA 76ERS,240,40,84,13,31,15,28,9,24,27,10,8,12,18,away,loss,108.0,MIAMI HEAT,119.0
MIAMI HEAT,240,46,83,11,21,16,22,11,34,27,6,3,16,20,home,win,119.0,PHILADELPHIA 76ERS,108.0
TORONTO RAPTORS,240,35,84,5,23,22,31,16,24,13,12,2,8,15,away,loss,97.0,NEW ORLEANS PELICANS,100.0
NEW ORLEANS PELICANS,240,40,78,10,22,10,16,12,36,27,6,7,17,20,home,win,100.0,TORONTO RAPTORS,97.0
BOSTON CELTICS,240,39,89,14,29,23,30,9,33,26,13,1,15,14,away,win,115.0,PHOENIX SUNS,110.0
PHOENIX SUNS,240,44,97,9,32,13,16,15,35,25,9,7,17,24,home,loss,110.0,BOSTON CELTICS,115.0
SAN ANTONIO SPURS,240,32,79,5,19,12,21,12,32,17,7,7,22,21,away,loss,81.0,UTAH JAZZ,90.0
UTAH JAZZ,240,34,83,4,15,18,23,11,38,14,14,5,13,24,home,win,90.0,SAN ANTONIO SPURS,81.0
