team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,location,outcome,game_score,opponent,opponent_score
PORTLAND TRAIL BLAZERS,240,42,85,3,14,11,18,12,25,26,5,1,8,17,away,loss,98.0,DALLAS MAVERICKS,103.0
DALLAS MAVERICKS,240,40,74,3,16,20,21,5,31,20,7,4,11,16,home,win,103.0,PORTLAND TRAIL BLAZERS,98.0
LOS ANGELES LAKERS,240,42,82,8,17,17,24,12,39,25,2,5,8,22,away,win,109.0,INDIANA PACERS,94.0
INDIANA PACERS,240,38,81,6,21,12,16,4,25,23,3,6,6,16,home,loss,94.0,LOS ANGELES LAKERS,109.0
CHARLOTTE BOBCATS,240,28,68,5,10,19,26,5,30,15,7,7,20,20,away,loss,80.0,MEMPHIS GRIZZLIES,113.0
MEMPHIS GRIZZLIES,240,43,82,4,15,23,29,6,33,30,12,6,11,22,home,win,113.0,CHARLOTTE BOBCATS,80.0
CLEVELAND CAVALIERS,240,35,87,9,33,16,20,10,28,19,6,0,8,28,away,loss,95.0,MIAMI HEAT,101.0
MIAMI HEAT,240,32,70,10,23,27,41,9,36,17,4,8,13,20,home,win,101.0,CLEVELAND CAVALIERS,95.0
SACRAMENTO KINGS,240,39,84,6,20,7,12,9,32,19,5,2,15,25,away,loss,91.0,NEW ORLEANS HORNETS,94.0
NEW ORLEANS HORNETS,240,34,78,4,11,22,30,13,30,25,5,6,11,19,home,win,94.0,SACRAMENTO KINGS,91.0
BOSTON CELTICS,240,45,86,7,14,21,21,11,28,26,11,2,13,19,away,win,118.0,NEW YORK KNICKS,116.0
NEW YORK KNICKS,240,43,81,9,23,21,26,9,26,19,5,5,17,18,home,loss,116.0,BOSTON CELTICS,118.0
HOUSTON ROCKETS,240,38,82,9,22,20,28,9,19,22,13,4,10,21,away,loss,105.0,OKLAHOMA CITY THUNDER,117.0
OKLAHOMA CITY THUNDER,240,41,71,7,11,28,29,8,33,25,7,2,16,25,home,win,117.0,HOUSTON ROCKETS,105.0
LOS ANGELES CLIPPERS,240,33,83,5,19,20,27,14,34,16,3,4,14,18,away,loss,91.0,PHILADELPHIA 76ERS,105.0
PHILADELPHIA 76ERS,240,40,91,6,17,19,23,16,25,22,7,9,3,17,home,win,105.0,LOS ANGELES CLIPPERS,91.0
MINNESOTA TIMBERWOLVES,240,50,93,8,22,14,19,8,31,30,9,5,16,22,away,loss,122.0,PHOENIX SUNS,128.0
PHOENIX SUNS,240,44,87,15,27,25,33,14,32,32,7,2,16,19,home,win,128.0,MINNESOTA TIMBERWOLVES,122.0
MILWAUKEE BUCKS,240,35,79,6,11,14,16,7,33,17,8,10,15,18,away,loss,90.0,SAN ANTONIO SPURS,92.0
SAN ANTONIO SPURS,240,36,69,3,8,17,25,3,36,24,5,10,17,20,home,win,92.0,MILWAUKEE BUCKS,90.0
CHICAGO BULLS,240,43,81,7,18,17,24,14,33,28,7,8,14,15,away,win,110.0,TORONTO RAPTORS,93.0
TORONTO RAPTORS,240,38,86,3,12,14,16,13,24,19,5,6,10,20,home,loss,93.0,CHICAGO BULLS,110.0
