team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,location,outcome,game_score,opponent,opponent_score
MINNESOTA TIMBERWOLVES,240,39,85,11,32,17,20,7,31,22,5,6,15,24,away,loss,106.0,DENVER NUGGETS,130.0
DENVER NUGGETS,240,46,88,19,38,19,34,12,37,35,8,1,13,19,home,win,130.0,MINNESOTA TIMBERWOLVES,106.0
LOS ANGELES CLIPPERS,240,33,95,7,18,5,10,17,28,18,9,5,9,16,away,loss,78.0,HOUSTON ROCKETS,99.0
HOUSTON ROCKETS,240,38,81,10,24,13,18,16,42,29,5,11,14,17,home,win,99.0,LOS ANGELES CLIPPERS,78.0
CLEVELAND CAVALIERS,240,37,77,7,17,20,24,8,30,19,6,6,13,18,away,loss,101.0,MILWAUKEE BUCKS,108.0
MILWAUKEE BUCKS,240,41,81,10,23,16,20,6,29,31,4,6,10,18,home,win,108.0,CLEVELAND CAVALIERS,101.0
UTAH JAZZ,240,43,80,4,12,12,18,10,23,27,7,3,13,23,away,loss,102.0,SAN ANTONIO SPURS,111.0
SAN ANTONIO SPURS,240,41,71,8,20,21,31,9,24,29,3,5,11,21,home,win,111.0,UTAH JAZZ,102.0
ATLANTA HAWKS,240,33,76,5,9,12,14,7,26,20,5,7,20,20,away,loss,83.0,WASHINGTON WIZARDS,115.0
WASHINGTON WIZARDS,240,46,86,2,5,21,29,15,33,20,11,7,10,16,home,win,115.0,ATLANTA HAWKS,83.0
