team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,location,outcome,game_score,opponent,opponent_score
UTAH JAZZ,240,44,74,5,13,23,34,9,30,37,3,8,16,25,away,loss,116.0,DETROIT PISTONS,120.0
DETROIT PISTONS,240,43,86,11,17,23,31,15,26,22,11,1,10,30,home,win,120.0,UTAH JAZZ,116.0
NEW JERSEY NETS,240,37,92,5,20,29,36,18,30,24,8,6,11,27,away,loss,108.0,HOUSTON ROCKETS,123.0
HOUSTON ROCKETS,240,42,82,8,18,31,40,11,35,33,8,2,12,26,home,win,123.0,NEW JERSEY NETS,108.0
BOSTON CELTICS,240,30,73,4,9,35,41,14,29,21,11,3,16,16,away,win,99.0,LOS ANGELES CLIPPERS,92.0
LOS ANGELES CLIPPERS,240,35,76,5,18,17,21,10,26,25,11,7,17,24,home,loss,92.0,BOSTON CELTICS,99.0
SACRAMENTO KINGS,240,38,85,3,12,13,19,10,28,22,4,3,18,19,away,loss,92.0,MEMPHIS GRIZZLIES,120.0
MEMPHIS GRIZZLIES,240,52,95,3,11,13,16,13,34,23,9,8,10,18,home,win,120.0,SACRAMENTO KINGS,92.0
CHICAGO BULLS,240,32,78,4,18,15,22,18,31,19,7,4,13,19,away,win,83.0,MILWAUKEE BUCKS,75.0
MILWAUKEE BUCKS,240,29,76,5,14,12,14,12,25,12,5,3,12,20,home,loss,75.0,CHICAGO BULLS,83.0
DALLAS MAVERICKS,240,39,81,6,17,21,31,8,43,28,4,3,12,15,away,win,105.0,WASHINGTON WIZARDS,99.0
WASHINGTON WIZARDS,240,44,95,5,14,6,16,11,37,17,7,3,9,22,home,loss,99.0,DALLAS MAVERICKS,105.0
